ID,player_name,origin_league,origin_club_tier,age,transfer_price,year,arrival_league,arrival_club_tier,grouping_positions,overall_app,overall_gls,height,nationality
5427,Derek Boateng,1 Bundesliga,Tier_3,U30,Below1M,2009,Primera Division,Tier_3,CDM,287,31,1.8288,Ghana
4285,Peer Kluge,1 Bundesliga,Tier_4,U30,10Mto1M,2009,1 Bundesliga,Tier_2,CDM,,,1.79,Germany 
5453,Artur Wichniarek,Other,Tier_4,A30,Below1M,2009,1 Bundesliga,Tier_3,CF,,,1.83,Poland
4865,Robert Tesche,Other,Tier_4,U25,Below1M,2009,1 Bundesliga,Tier_2,CM,141,13,1.82,
1361,Demy de Zeeuw,Eredivisie,Tier_3,U30,10Mto1M,2009,Eredivisie,Tier_2,CM,243,30,1.74,Netherlands
1834,Demy de Zeeuw,Eredivisie,Tier_2,U30,10Mto1M,2011,Premier Liga,Tier_2,CM,265,32,1.74,Netherlands
3139,Ari,Eredivisie,Tier_3,U25,10Mto1M,2009,Premier Liga,Tier_2,CF,,,,
6019,Ari,Premier Liga,Tier_2,U30,Below1M,2013,Premier Liga,Tier_2,CF,,,,
5668,Pirmin Schwegler,1 Bundesliga,Tier_1,U25,Below1M,2009,1 Bundesliga,Tier_2,CDM,246,10,1.79,Switzerland
4091,Pirmin Schwegler,1 Bundesliga,Tier_2,U30,10Mto1M,2014,1 Bundesliga,Tier_2,CDM,305,11,1.79,Switzerland
5384,Tim Borowski,1 Bundesliga,Tier_1,U30,Below1M,2009,1 Bundesliga,Tier_2,CM,294,44,1.94,Germany
4867,Alexander Baumjohann,1 Bundesliga,Tier_1,U25,Below1M,2009,1 Bundesliga,Tier_2,CAM,74,10,1.78,Germany
1046,Lukas Podolski,1 Bundesliga,Tier_1,U25,10Mto1M,2009,1 Bundesliga,Tier_3,CF,244,94,1.8,Germany
649,Lukas Podolski,1 Bundesliga,Tier_3,U30,40Mto10M,2012,Premier League,Tier_1,CF,304,113,1.8,Germany
2412,Mats Hummels,1 Bundesliga,Tier_1,U21,10Mto1M,2009,1 Bundesliga,Tier_1,CB,293,25,1.92,Germany
141,Mats Hummels,1 Bundesliga,Tier_1,U30,40Mto10M,2016,1 Bundesliga,Tier_1,CB,367,28,1.92,Germany
186,Mats Hummels,1 Bundesliga,Tier_1,U30,40Mto10M,2019,1 Bundesliga,Tier_1,CB,390,29,1.92,Germany
1645,Lúcio,1 Bundesliga,Tier_1,A30,10Mto1M,2009,Serie A,Tier_2,CB,382,30,1.88,Brazil
3777,Adrián Ramos,Other,Tier_4,U25,10Mto1M,2009,1 Bundesliga,Tier_3,CF,295,105,1.85,Colombia
1148,Adrián Ramos,1 Bundesliga,Tier_3,U30,10Mto1M,2014,1 Bundesliga,Tier_1,CF,347,118,1.85,Colombia
2666,Eren Derdiyok,Other,Tier_4,U21,10Mto1M,2009,1 Bundesliga,Tier_1,CF,171,52,1.91,Switzerland
1948,Eren Derdiyok,1 Bundesliga,Tier_1,U25,10Mto1M,2012,1 Bundesliga,Tier_2,CF,190,53,1.91,Switzerland
5851,Blazej Augustyn,Other,Tier_4,U21,Below1M,2009,Serie A,Tier_3,CB,27,0,1.91,Poland
485,Michel Bastos,Ligue 1,Tier_2,U25,40Mto10M,2009,Ligue 1,Tier_1,LW,,,1.79,Brazil
1559,Karim Ziani,Ligue 1,Tier_1,U30,10Mto1M,2009,1 Bundesliga,Tier_1,CAM,224,21,1.69,Algeria
3118,Ronald Zubar,Ligue 1,Tier_1,U25,10Mto1M,2009,Premier League,Tier_2,CB,229,7,1.8796,Guadeloupe
1913,Lorik Cana,Ligue 1,Tier_1,U25,10Mto1M,2009,Premier League,Tier_2,CB,261,10,1.82,Albania
6425,Lorik Cana,Serie A,Tier_2,A30,Below1M,2015,Ligue 1,Tier_3,CB,388,15,1.82,Albania
2524,Gaël Givet,Ligue 1,Tier_1,U30,10Mto1M,2009,Premier League,Tier_3,CB,265,9,1.81,France
6298,Daniel Schwaab,1 Bundesliga,Tier_3,U21,Below1M,2009,1 Bundesliga,Tier_1,CB,187,6,1.86,Germany
5917,Rasmus Bengtsson,Other,Tier_4,U25,Below1M,2009,1 Bundesliga,Tier_3,CB,79,10,1.85,Sweden
5204,Cédric Makiadi,1 Bundesliga,Tier_1,U25,Below1M,2009,1 Bundesliga,Tier_3,CM,246,40,1.77,DR Congo
3001,Cédric Makiadi,1 Bundesliga,Tier_3,U30,10Mto1M,2013,1 Bundesliga,Tier_2,CM,294,41,1.77,DR Congo
4005,Cristian Zaccardo,1 Bundesliga,Tier_1,U30,10Mto1M,2009,Serie A,Tier_2,CB,382,21,1.84,Italy
5747,Ricardo Costa,1 Bundesliga,Tier_1,U30,Below1M,2009,Ligue 1,Tier_2,CB,,,1.83,Portugal
3665,Mike Williamson,Premier League,Tier_2,U25,10Mto1M,2009,Premier League,Tier_4,CB,181,13,1.9304,
3914,Tommy Smith,Premier League,Tier_2,U30,10Mto1M,2009,Premier League,Tier_4,CF,,,1.778,England
253,Diego,1 Bundesliga,Tier_2,U25,40Mto10M,2009,Serie A,Tier_1,CAM,235,70,1.73,Brazil
607,Diego,Serie A,Tier_1,U25,40Mto10M,2010,1 Bundesliga,Tier_1,CAM,311,89,1.73,Brazil
5260,Diego,Other,Tier_4,U25,Below1M,2012,Ligue 1,Tier_3,LW,,,1.73,Brazil
4477,Diego,1 Bundesliga,Tier_1,U30,10Mto1M,2013,Primera Division,Tier_1,CAM,,,1.73,Brazil
2074,Boubacar Sanogo,1 Bundesliga,Tier_2,U30,10Mto1M,2009,Ligue 1,Tier_2,CF,264,121,1.88,Ivory Coast
3138,Luis Aguiar,Liga Nos,Tier_3,U25,10Mto1M,2009,Premier Liga,Tier_2,CM,165,31,1.82,Uruguay
3048,João Pereira,Liga Nos,Tier_3,U25,10Mto1M,2009,Liga Nos,Tier_2,RB,,,1.72,Portugal
2717,João Pereira,Liga Nos,Tier_2,U30,10Mto1M,2012,Primera Division,Tier_1,RB,287,9,1.72,Portugal
5985,César Peixoto,Liga Nos,Tier_3,U30,Below1M,2009,Liga Nos,Tier_1,CM,169,22,1.82,Portugal
3046,Orlando Sá,Liga Nos,Tier_3,U21,10Mto1M,2009,Liga Nos,Tier_1,CF,39,8,1.88,Portugal
383,Yuri Zhirkov,Premier Liga,Tier_2,U25,40Mto10M,2009,Premier League,Tier_1,LW,242,41,1.8,Russia
986,Yuri Zhirkov,Premier Liga,Tier_2,U30,10Mto1M,2013,Premier Liga,Tier_2,LW,342,48,1.8,Russia
5534,Yuri Zhirkov,Premier Liga,Tier_2,A30,Below1M,2015,Premier Liga,Tier_1,LW,,,1.8,Russia
3511,Alexandru Epureanu,Other,Tier_4,U25,10Mto1M,2009,Premier Liga,Tier_2,CB,,,1.89,Moldova
4445,Aleksey Rebko,Other,Tier_4,U25,10Mto1M,2009,Premier Liga,Tier_2,CM,,,1.78,Russia
2329,Aleksandr Samedov,Other,Tier_4,U25,10Mto1M,2009,Premier Liga,Tier_2,RW,,,1.78,Russia
1408,Aleksandr Samedov,Premier Liga,Tier_2,U30,10Mto1M,2012,Premier Liga,Tier_2,RW,337,51,1.78,Russia
2834,Aleksandr Samedov,Other,Tier_4,A30,10Mto1M,2016,Premier Liga,Tier_2,RW,,,1.78,Russia
2421,Edgaras Cesnauskis,Other,Tier_4,U25,10Mto1M,2009,Premier Liga,Tier_2,LW,,,1.82,Lithuania
5025,Yuri Zhevnov,Other,Tier_4,U30,Below1M,2009,Premier Liga,Tier_1,GK,,,1.8,Belarus
4446,Héctor Bracamonte,Other,Tier_4,A30,10Mto1M,2009,Premier Liga,Tier_3,CF,327,82,1.9,
5796,Akès da Costa Goore,Other,Tier_4,U25,Below1M,2009,Premier Liga,Tier_4,LB,,,1.74,Côte d'Ivoire
3202,Maxi López,Other,Tier_4,U25,10Mto1M,2009,Serie A,Tier_3,CF,165,42,1.88,Argentina
4541,Maxi López,Serie A,Tier_3,U30,10Mto1M,2014,Serie A,Tier_3,CF,288,77,1.88,Argentina
2601,Pablo Barrientos,Other,Tier_4,U25,10Mto1M,2009,Serie A,Tier_3,RW,221,35,1.76,Argentina
2959,Rafal Murawski,Other,Tier_4,U30,10Mto1M,2009,Premier Liga,Tier_2,CM,,,1.75,Poland
3935,Andrii Voronin,Premier League,Tier_1,U30,10Mto1M,2009,Premier Liga,Tier_2,CF,,,1.9,Ukraine
2573,Álvaro Arbeloa,Premier League,Tier_1,U30,10Mto1M,2009,Primera Division,Tier_1,RB,341,5,1.84,Spain
158,Xabi Alonso,Premier League,Tier_1,U30,40Mto10M,2009,Primera Division,Tier_1,CDM,468,30,1.83,Basque Country
1197,Xabi Alonso,Primera Division,Tier_1,A30,10Mto1M,2014,1 Bundesliga,Tier_1,CDM,547,35,1.83,Basque Country
2707,Andrea Dossena,Premier League,Tier_1,U30,10Mto1M,2009,Serie A,Tier_1,LW,,,1.8034,Italy
1082,Diniyar Bilyaletdinov,Other,Tier_4,U25,10Mto1M,2009,Premier League,Tier_1,CAM,209,39,1.86,Russia
1684,Diniyar Bilyaletdinov,Premier League,Tier_1,U30,10Mto1M,2011,Premier Liga,Tier_2,CAM,,,1.86,Russia
11,Cristiano Ronaldo,Premier League,Tier_1,U25,Above80M,2009,Primera Division,Tier_1,LW,515,399,1.87,Portugal
7,Cristiano Ronaldo,Primera Division,Tier_1,A30,Above80M,2018,Serie A,Tier_1,LW,568,441,1.87,Portugal
2432,Fraizer Campbell,Premier League,Tier_1,U21,10Mto1M,2009,Premier League,Tier_2,CF,135,42,1.72,England
4822,Fraizer Campbell,Premier League,Tier_3,U30,10Mto1M,2014,Premier League,Tier_2,CF,227,60,1.72,England
3324,Manucho,Premier League,Tier_1,U30,10Mto1M,2009,Primera Division,Tier_4,CF,114,45,1.87,Angola
4946,Ivan Stevanovic,Other,Tier_4,U30,Below1M,2009,Ligue 1,Tier_3,RB,,,,
1676,Adem Ljajic,Other,Tier_4,U21,10Mto1M,2009,Serie A,Tier_1,CAM,,,1.82,Serbia
912,Adem Ljajic,Serie A,Tier_1,U21,40Mto10M,2013,Serie A,Tier_1,CAM,177,38,1.82,Serbia
1254,Adem Ljajic,Serie A,Tier_1,U25,10Mto1M,2016,Serie A,Tier_2,CAM,263,57,1.82,Serbia
6600,Nenad Djordjevic,Other,Tier_4,U30,Below1M,2009,Premier Liga,Tier_4,CB,,,1.83,Serbia and Montenegro
2837,Ivan Obradovic,Other,Tier_4,U21,10Mto1M,2009,Primera Division,Tier_3,LB,122,1,1.81,Serbia
6553,Jan Simak,1 Bundesliga,Tier_2,A30,Below1M,2009,1 Bundesliga,Tier_2,CAM,,,1.82,Czech Republic
191,Mario Gómez,1 Bundesliga,Tier_2,U25,40Mto10M,2009,1 Bundesliga,Tier_1,CF,279,159,1.89,Germany
616,Mario Gómez,1 Bundesliga,Tier_1,U30,40Mto10M,2013,Serie A,Tier_1,CF,308,166,1.89,Germany
4862,Mario Gómez,Serie A,Tier_1,A30,Below1M,2016,1 Bundesliga,Tier_1,CF,386,209,1.89,Germany
3029,Mario Gómez,1 Bundesliga,Tier_1,A30,10Mto1M,2017,1 Bundesliga,Tier_2,CF,,,1.89,Germany
5656,Thomas Hitzlsperger,1 Bundesliga,Tier_2,U30,Below1M,2009,Serie A,Tier_2,CM,,,1.84,Germany
2268,Igor Semshov,Premier Liga,Tier_1,A30,10Mto1M,2009,Premier Liga,Tier_2,CM,337,78,1.7,Russia
2237,Pavel Pogrebnyak,Premier Liga,Tier_1,U25,10Mto1M,2009,1 Bundesliga,Tier_2,CF,245,77,1.88,Russia
5791,Pavel Pogrebnyak,1 Bundesliga,Tier_2,U30,Below1M,2011,Premier League,Tier_2,CF,,,1.88,Russia
957,Anatoliy Tymoshchuk,Premier Liga,Tier_1,U30,10Mto1M,2009,1 Bundesliga,Tier_1,CDM,467,63,1.81,Ukraine
3936,Fatih Tekke,Premier Liga,Tier_1,A30,10Mto1M,2009,Premier Liga,Tier_2,CF,,,1.78,Turkey
412,Alberto Aquilani,Serie A,Tier_1,U25,40Mto10M,2009,Premier League,Tier_1,CM,161,14,1.86,Italy
4028,Alberto Aquilani,Premier League,Tier_1,U30,10Mto1M,2012,Serie A,Tier_1,CM,298,30,1.86,Italy
4791,Aleandro Rosi,Serie A,Tier_1,U25,10Mto1M,2009,Serie A,Tier_3,RB,155,4,1.85,Italy
4102,Aleandro Rosi,Serie A,Tier_3,U25,10Mto1M,2010,Serie A,Tier_1,RB,,,1.85,Italy
5144,Aleandro Rosi,Serie A,Tier_3,U30,Below1M,2014,Serie A,Tier_1,RB,199,9,1.85,Italy
5940,Édgar Álvarez,Serie A,Tier_1,U30,Below1M,2009,Serie A,Tier_3,RW,296,21,1.73,Honduras
5506,Édgar Álvarez,Serie A,Tier_3,A30,Below1M,2011,Serie A,Tier_2,RW,304,21,1.73,Honduras
2818,Craig Gardner,Premier League,Tier_1,U25,10Mto1M,2009,Premier League,Tier_3,CM,,,1.778,England
1689,Craig Gardner,Premier League,Tier_3,U25,10Mto1M,2011,Premier League,Tier_2,CM,182,25,1.778,England
740,Gareth Barry,Premier League,Tier_1,U30,40Mto10M,2009,Premier League,Tier_1,CDM,497,47,1.85,England
4844,Gareth Barry,Premier League,Tier_1,A30,Below1M,2017,Premier League,Tier_2,CDM,681,54,1.85,England
2259,Zat Knight,Premier League,Tier_1,U30,10Mto1M,2009,Premier League,Tier_3,CB,,,1.9812,England
2817,Seyi Olofinjana,Premier League,Tier_2,U30,10Mto1M,2009,Premier League,Tier_2,CM,,,1.9304,Nigeria
4129,Leon Cort,Premier League,Tier_2,U30,10Mto1M,2009,Premier League,Tier_2,CB,,,1.9304,Guyana
6299,Felix Bastians,Other,Tier_4,U21,Below1M,2009,1 Bundesliga,Tier_3,CB,148,10,1.88,Germany
6562,Felix Bastians,1 Bundesliga,Tier_3,U25,Below1M,2011,1 Bundesliga,Tier_3,CB,,,1.88,Germany
1195,Eljero Elia,Eredivisie,Tier_3,U25,10Mto1M,2009,1 Bundesliga,Tier_2,LW,175,24,1.76,Netherlands
1244,Eljero Elia,1 Bundesliga,Tier_2,U25,10Mto1M,2011,Serie A,Tier_1,LW,179,24,1.76,Netherlands
1947,Eljero Elia,Serie A,Tier_1,U25,10Mto1M,2012,1 Bundesliga,Tier_2,LW,245,28,1.76,Netherlands
3778,Edson Braafheid,Eredivisie,Tier_3,U30,10Mto1M,2009,1 Bundesliga,Tier_1,LB,169,3,1.76,Netherlands
6192,Kagisho Dikgacoi,Other,Tier_4,U25,Below1M,2009,Premier League,Tier_2,CM,106,8,1.8,South Africa
5590,David Elm,Other,Tier_4,U30,Below1M,2009,Premier League,Tier_2,CF,143,27,1.91,
3041,Rasmus Elm,Other,Tier_4,U21,10Mto1M,2009,Eredivisie,Tier_3,CDM,179,35,1.84,Sweden
1836,Rasmus Elm,Eredivisie,Tier_3,U25,10Mto1M,2012,Premier Liga,Tier_2,CDM,226,40,1.84,Sweden
3913,Björn Helge Riise,Other,Tier_4,U30,10Mto1M,2009,Premier League,Tier_2,RW,198,17,1.74,Norway
2523,Damien Duff,Premier League,Tier_1,U30,10Mto1M,2009,Premier League,Tier_2,RW,465,61,1.77,Republic of Ireland
1181,Sébastien Bassong,Premier League,Tier_1,U25,10Mto1M,2009,Premier League,Tier_1,CB,154,3,1.87,Cameroon
3124,Sébastien Bassong,Premier League,Tier_1,U30,10Mto1M,2012,Premier League,Tier_3,CB,163,3,1.87,Cameroon
1014,Obafemi Martins,Premier League,Tier_1,U25,10Mto1M,2009,1 Bundesliga,Tier_1,CF,194,62,1.7,Nigeria
1233,Obafemi Martins,1 Bundesliga,Tier_1,U25,10Mto1M,2010,Premier Liga,Tier_2,CF,214,65,1.7,Nigeria
3252,Habib Bèye,Premier League,Tier_1,A30,10Mto1M,2009,Premier League,Tier_1,RB,359,15,1.82,Senegal
6100,David Edgar,Premier League,Tier_1,U25,Below1M,2009,Premier League,Tier_2,CB,,,1.69,Netherlands
6001,Cyril Rool,Ligue 1,Tier_2,A30,Below1M,2009,Ligue 1,Tier_1,LB,366,4,1.76,
4948,Alaeddine Yahia,Ligue 1,Tier_2,U30,Below1M,2009,Ligue 1,Tier_4,CB,264,16,1.86,Tunisia
2069,Fernando Belluschi,Other,Tier_4,U25,10Mto1M,2009,Liga Nos,Tier_1,CAM,243,50,1.75,Argentina
1902,Younès Kaboul,Premier League,Tier_4,U25,10Mto1M,2009,Premier League,Tier_1,CB,,,1.93,France
2402,Younès Kaboul,Premier League,Tier_1,U30,10Mto1M,2015,Premier League,Tier_2,CB,225,13,1.93,France
2541,Younès Kaboul,Premier League,Tier_2,U30,10Mto1M,2016,Premier League,Tier_2,CB,249,15,1.93,France
1021,Peter Crouch,Premier League,Tier_4,U30,10Mto1M,2009,Premier League,Tier_1,CF,368,99,2.0066,England
950,Peter Crouch,Premier League,Tier_1,U30,40Mto10M,2011,Premier League,Tier_2,CF,593,145,2.0066,England
3281,Niko Kranjcar,Premier League,Tier_4,U25,10Mto1M,2009,Premier League,Tier_1,CAM,289,54,1.86,Croatia
391,Glen Johnson,Premier League,Tier_4,U25,40Mto10M,2009,Premier League,Tier_1,RB,308,15,1.82,England
1714,Sylvain Distin,Premier League,Tier_4,A30,10Mto1M,2009,Premier League,Tier_1,CB,575,15,1.93,
2701,Asmir Begovic,Premier League,Tier_4,U25,10Mto1M,2009,Premier League,Tier_2,GK,46,0,1.98,Bosnia and Herzegovina
977,Asmir Begovic,Premier League,Tier_2,U30,10Mto1M,2015,Premier League,Tier_1,GK,225,1,1.98,Bosnia and Herzegovina
940,Asmir Begovic,Premier League,Tier_1,U30,40Mto10M,2017,Premier League,Tier_2,GK,287,1,1.98,Bosnia and Herzegovina
6385,Serhat Koc,Eredivisie,Tier_2,U21,Below1M,2009,Eredivisie,Tier_4,CF,59,19,1.66,
2128,Danko Lazovic,Eredivisie,Tier_2,U30,10Mto1M,2009,Premier Liga,Tier_1,CF,,,1.84,Serbia
4947,Jérémie Bréchet,Eredivisie,Tier_2,U30,Below1M,2009,Ligue 1,Tier_3,CB,279,3,1.86,France
1239,Didier Zokora,Premier League,Tier_1,U30,10Mto1M,2009,Primera Division,Tier_1,CDM,419,2,1.79,Ivory Coast
927,Darren Bent,Premier League,Tier_1,U25,40Mto10M,2009,Premier League,Tier_2,CF,308,129,1.8,England
372,Darren Bent,Premier League,Tier_2,U30,40Mto10M,2010,Premier League,Tier_1,CF,,,1.8,England
4214,Pascal Chimbonda,Premier League,Tier_1,U30,10Mto1M,2009,Premier League,Tier_3,RB,295,15,1.8034,France
2318,Kevin-Prince Boateng,Premier League,Tier_1,U25,10Mto1M,2009,Premier League,Tier_4,CF,95,9,1.86,Ghana
1929,Kevin-Prince Boateng,Premier League,Tier_4,U25,10Mto1M,2010,Serie A,Tier_1,CF,191,22,1.86,Ghana
1529,Kevin-Prince Boateng,Serie A,Tier_1,U25,10Mto1M,2011,Serie A,Tier_1,CF,,,1.86,Ghana
1049,Kevin-Prince Boateng,Serie A,Tier_1,U30,10Mto1M,2013,1 Bundesliga,Tier_2,CF,237,28,1.86,Ghana
5180,Kevin-Prince Boateng,Serie A,Tier_2,A30,Below1M,2019,Serie A,Tier_1,CF,323,49,1.86,Ghana
3485,Paul McShane,Premier League,Tier_2,U25,10Mto1M,2009,Premier League,Tier_2,CB,217,11,1.83,Republic of Ireland
3636,Greg Halford,Premier League,Tier_2,U25,10Mto1M,2009,Premier League,Tier_2,CB,,,1.9304,England
2984,Danny Collins,Premier League,Tier_2,U30,10Mto1M,2009,Premier League,Tier_2,CB,288,9,1.83,Wales
2816,Dean Whitehead,Premier League,Tier_2,U30,10Mto1M,2009,Premier League,Tier_2,CM,439,25,1.8034,
6706,Stefan Payne,Other,Tier_4,U21,Below1M,2009,Premier League,Tier_2,CF,0,0,1.8796,England C
3664,Jason Scotland,Premier League,Tier_2,U30,10Mto1M,2009,Premier League,Tier_3,CF,,,1.7272,Trinidad and Tobago
2181,Marco Amelia,Serie A,Tier_2,U30,10Mto1M,2009,Serie A,Tier_1,GK,244,1,1.9,Italy
2865,Marco Amelia,Serie A,Tier_1,U30,10Mto1M,2011,Serie A,Tier_1,GK,,,1.9,Italy
2859,Boško Janković,Serie A,Tier_2,U25,10Mto1M,2009,Serie A,Tier_1,RW,,,1.83,Serbia
3203,Ciro Capuano,Serie A,Tier_2,U30,10Mto1M,2009,Serie A,Tier_3,CB,187,9,1.86,Italy
870,Thomas Vermaelen,Eredivisie,Tier_2,U25,40Mto10M,2009,Premier League,Tier_1,CB,220,22,1.83,Belgium
470,Thomas Vermaelen,Premier League,Tier_1,U30,40Mto10M,2014,Primera Division,Tier_1,CB,254,23,1.83,Belgium
1671,Johnny Heitinga,Primera Division,Tier_1,U25,10Mto1M,2009,Premier League,Tier_1,CB,295,22,1.8,Netherlands
1704,Florent Sinama-Pongolle,Primera Division,Tier_1,U25,10Mto1M,2009,Liga Nos,Tier_2,CF,,,1.76,France
5302,Grégory Coupet,Primera Division,Tier_1,A30,Below1M,2009,Ligue 1,Tier_1,GK,495,0,1.79,France
2478,Éder Luís,Primera Division,Tier_1,U25,10Mto1M,2009,Liga Nos,Tier_1,RW,,,1.69,
6223,Miguel de las Cuevas,Primera Division,Tier_1,U25,Below1M,2009,Primera Division,Tier_4,RW,,,1.75,Spain
4779,Miguel de las Cuevas,Liga Nos,Tier_2,U30,10Mto1M,2013,Primera Division,Tier_3,RW,,,1.75,Spain
3967,Zé Castro,Primera Division,Tier_1,U30,10Mto1M,2009,Primera Division,Tier_3,CB,234,12,1.83,Portugal
6411,Ángelo Peña,Other,Tier_4,U21,Below1M,2009,Liga Nos,Tier_3,CAM,53,6,1.71,Venezuela
3746,Mariano Andújar,Other,Tier_4,U25,10Mto1M,2009,Serie A,Tier_3,GK,311,0,1.94,Argentina
4042,Mariano Andújar,Serie A,Tier_3,U30,10Mto1M,2014,Serie A,Tier_1,GK,341,0,1.94,Argentina
244,Joleon Lescott,Premier League,Tier_1,U30,40Mto10M,2009,Premier League,Tier_1,CB,432,34,1.88,England
4600,Joleon Lescott,Premier League,Tier_2,A30,10Mto1M,2015,Premier League,Tier_1,CB,498,36,1.88,England
2471,Orlando Engelaar,1 Bundesliga,Tier_2,U30,10Mto1M,2009,Eredivisie,Tier_2,CDM,309,48,1.96,Netherlands
2439,Zé Roberto,Serie A,Tier_2,A30,10Mto1M,2009,1 Bundesliga,Tier_2,LW,449,41,1.76,Brazil
2470,Nicolás Lodeiro,Serie A,Tier_2,U21,10Mto1M,2009,Eredivisie,Tier_2,CAM,,,1.7,Uruguay
565,Nilmar,Serie A,Tier_2,U25,40Mto10M,2009,Primera Division,Tier_1,CF,254,93,1.8,Brazil
3117,Diego Arismendi,Serie A,Tier_2,U21,10Mto1M,2009,Premier League,Tier_2,CDM,55,2,1.89,Uruguay
3047,Rúben Micael,Serie A,Tier_2,U25,10Mto1M,2009,Liga Nos,Tier_1,CAM,,,1.75,Portugal
2152,Rúben Micael,Liga Nos,Tier_1,U25,10Mto1M,2011,Primera Division,Tier_1,CAM,166,11,1.75,Portugal
3052,Rúben Micael,Primera Division,Tier_1,U30,10Mto1M,2013,Liga Nos,Tier_3,CAM,264,22,1.75,Portugal
2350,Nenê,Serie A,Tier_2,U25,10Mto1M,2009,Serie A,Tier_2,CF,,,1.81,Brazil
2076,Nenê,Ligue 1,Tier_1,U30,10Mto1M,2010,Ligue 1,Tier_1,CAM,361,118,1.81,Brazil
2861,Michele Paolucci,Serie A,Tier_1,U25,10Mto1M,2009,Serie A,Tier_3,CF,107,22,1.82,Italy
2929,Michele Paolucci,Serie A,Tier_2,U25,10Mto1M,2009,Serie A,Tier_1,CF,107,22,1.82,Italy
4006,Cristiano Zanetti,Serie A,Tier_1,A30,10Mto1M,2009,Serie A,Tier_1,CDM,303,6,1.8,Italy
2347,Marco Marchionni,Serie A,Tier_1,U30,10Mto1M,2009,Serie A,Tier_1,RW,335,35,1.73,Italy
1160,Fabian Delph,Other,Tier_4,U21,10Mto1M,2009,Premier League,Tier_1,CM,156,9,1.74,England
938,Fabian Delph,Premier League,Tier_1,U25,40Mto10M,2015,Premier League,Tier_1,CM,218,13,1.74,England
1165,Fabian Delph,Premier League,Tier_1,U30,10Mto1M,2019,Premier League,Tier_1,CM,225,13,1.74,England
1672,Richard Dunne,Premier League,Tier_1,U30,10Mto1M,2009,Premier League,Tier_1,CB,451,11,1.88,Republic of Ireland
2792,Gelson Fernandes,Premier League,Tier_1,U25,10Mto1M,2009,Ligue 1,Tier_2,CDM,132,4,1.8,Switzerland
5963,Gelson Fernandes,Liga Nos,Tier_2,U30,Below1M,2013,1 Bundesliga,Tier_3,CDM,212,8,1.8,Switzerland
4257,Gelson Fernandes,1 Bundesliga,Tier_3,U30,10Mto1M,2014,Ligue 1,Tier_2,CDM,335,10,1.8,Switzerland
6079,Gelson Fernandes,Ligue 1,Tier_2,U30,Below1M,2017,1 Bundesliga,Tier_2,CDM,373,11,1.8,Switzerland
1547,Daniel Sturridge,Premier League,Tier_1,U21,10Mto1M,2009,Premier League,Tier_1,CF,84,18,1.88,Great Britain
650,Daniel Sturridge,Premier League,Tier_1,U25,40Mto10M,2012,Premier League,Tier_1,CF,,,1.88,Great Britain
3446,Anthony Mounier,Ligue 1,Tier_1,U21,10Mto1M,2009,Ligue 1,Tier_2,LW,114,15,1.74,France
2797,Anthony Mounier,Ligue 1,Tier_2,U25,10Mto1M,2012,Ligue 1,Tier_3,LW,211,29,1.74,France
4055,Anthony Mounier,Ligue 1,Tier_3,U30,10Mto1M,2015,Serie A,Tier_2,LW,247,33,1.74,France
4377,Sandy Paillot,Ligue 1,Tier_1,U25,10Mto1M,2009,Ligue 1,Tier_4,CB,,,1.905,France
4004,Fabio Grosso,Ligue 1,Tier_1,A30,10Mto1M,2009,Serie A,Tier_1,LB,473,87,1.9,Italy
150,Karim Benzema,Ligue 1,Tier_1,U21,40Mto10M,2009,Primera Division,Tier_1,CF,470,220,1.85,France
4256,Mickaël Landreau,Ligue 1,Tier_1,U30,10Mto1M,2009,Ligue 1,Tier_2,GK,568,0,1.84,France
4207,Grégory Bourillon,Ligue 1,Tier_1,U25,10Mto1M,2009,Ligue 1,Tier_3,CB,,,1.87,
3968,Miguel Torres,Primera Division,Tier_1,U25,10Mto1M,2009,Primera Division,Tier_3,RB,207,2,1.84,Spain
3163,Dani Parejo,Primera Division,Tier_1,U21,10Mto1M,2009,Primera Division,Tier_3,CM,120,20,1.82,Spain
1848,Dani Parejo,Primera Division,Tier_3,U25,10Mto1M,2011,Primera Division,Tier_1,CM,392,74,1.82,Spain
267,Arjen Robben,Primera Division,Tier_1,U25,40Mto10M,2009,1 Bundesliga,Tier_1,RW,420,151,1.8,Netherlands
4370,Gabriel Heinze,Primera Division,Tier_1,A30,10Mto1M,2009,Ligue 1,Tier_1,CB,320,17,1.78,Argentina
670,Álvaro Negredo,Primera Division,Tier_1,U25,40Mto10M,2009,Primera Division,Tier_1,CF,187,83,1.86,Spain
2149,Álvaro Negredo,Primera Division,Tier_4,U25,10Mto1M,2009,Primera Division,Tier_1,CF,187,83,1.86,Spain
279,Álvaro Negredo,Primera Division,Tier_1,U30,40Mto10M,2013,Premier League,Tier_1,CF,358,162,1.86,Spain
238,Álvaro Negredo,Premier League,Tier_1,U30,40Mto10M,2015,Primera Division,Tier_1,CF,413,172,1.86,Spain
678,Wesley Sneijder,Primera Division,Tier_1,U25,40Mto10M,2009,Serie A,Tier_2,CAM,254,67,1.7,Netherlands
2070,Javier Saviola,Primera Division,Tier_1,U30,10Mto1M,2009,Liga Nos,Tier_1,CF,353,138,1.68,Argentina
1585,Javi García,Primera Division,Tier_1,U25,10Mto1M,2009,Liga Nos,Tier_1,CDM,203,18,1.87,Spain
