ID,player_name,origin_league,origin_club_tier,age,transfer_price,year,arrival_league,arrival_club_tier,grouping_positions,overall_app,overall_gls,height,nationality
5127,Guillermo Rodríguez,Serie A,Tier_3,U30,Below1M,2012,Serie A,Tier_2,CB,,,,
6070,Guillermo Rodríguez,Serie A,Tier_2,U30,Below1M,2014,Serie A,Tier_3,CB,,,,
5126,Giuseppe Colucci,Serie A,Tier_3,A30,Below1M,2012,Serie A,Tier_3,CM,,,,
4855,Gianluca Musacci,Serie A,Tier_3,U25,Below1M,2012,Serie A,Tier_2,CM,,,1.8,Italy
5479,Jeff Louis,Other,Tier_4,U21,Below1M,2012,Ligue 1,Tier_4,CAM,,,,Haiti
3875,Jeff Louis,Other,Tier_4,U25,10Mto1M,2015,Ligue 1,Tier_3,CAM,,,,Haiti
6463,Emiliano Tortolano,Other,Tier_4,U25,Below1M,2012,Serie A,Tier_3,RW,89,21,1.7,
3343,Davide Brivio,Serie A,Tier_4,U25,10Mto1M,2012,Serie A,Tier_2,LB,154,6,1.85,Italy
2631,Davide Brivio,Serie A,Tier_2,U30,10Mto1M,2016,Serie A,Tier_1,LB,167,6,1.85,Italy
4527,Michel Morganella,Serie A,Tier_4,U25,10Mto1M,2012,Serie A,Tier_2,RB,,,1.84,Switzerland
4528,Samir Ujkani,Serie A,Tier_4,U25,10Mto1M,2012,Serie A,Tier_2,GK,,,1.88,Kosovo
4739,Fabiano,Liga Nos,Tier_4,U25,10Mto1M,2012,Liga Nos,Tier_1,GK,,,1.85,Brazil
6225,Salvador Agra,Liga Nos,Tier_4,U21,Below1M,2012,Primera Division,Tier_2,RW,66,6,1.66,Portugal
4271,Gianluca Sansone,Serie A,Tier_2,U25,10Mto1M,2012,Serie A,Tier_2,CF,211,141,1.73,
3219,Gianluca Sansone,Serie A,Tier_2,U25,10Mto1M,2012,Serie A,Tier_2,CF,211,141,1.73,
6708,Antonio Cinelli,Serie A,Tier_2,U25,Below1M,2012,Serie A,Tier_2,CM,45,1,1.78,
2747,Andrea Rossi,Serie A,Tier_3,U25,10Mto1M,2012,Serie A,Tier_2,LB,83,3,1.77,
2911,Alessandro Iacobucci,Serie A,Tier_3,U21,10Mto1M,2012,Serie A,Tier_2,GK,41,0,1.89,Italy  Serie B
4526,Luca Rossettini,Serie A,Tier_3,U30,10Mto1M,2012,Serie A,Tier_2,CB,247,7,1.87,Italy
3598,Luca Rossettini,Serie A,Tier_2,U30,10Mto1M,2015,Serie A,Tier_2,CB,276,10,1.87,Italy
4084,Luca Rossettini,Serie A,Tier_2,A30,10Mto1M,2016,Serie A,Tier_2,CB,306,11,1.87,Italy
4065,Luca Rossettini,Serie A,Tier_2,A30,10Mto1M,2017,Serie A,Tier_1,CB,329,11,1.87,Italy
4856,Mirco Antenucci,Serie A,Tier_2,U30,Below1M,2012,Serie A,Tier_3,CF,256,62,1.8,
6066,Álvaro Ampuero,Other,Tier_4,U21,Below1M,2012,Serie A,Tier_2,LB,,,1.83,Peru
4802,Davide Gavazzi,Other,Tier_4,U30,10Mto1M,2012,Serie A,Tier_2,RW,,,1.81,
5440,Giulio Cavallari,Other,Tier_4,U21,Below1M,2012,Serie A,Tier_3,GK,0,0,,
4244,Davide Bariti,Other,Tier_4,U21,10Mto1M,2012,Serie A,Tier_1,RW,74,2,1.73,Italy
4801,Elvis Abbruscato,Other,Tier_4,A30,10Mto1M,2012,Serie A,Tier_3,CF,327,98,1.81,Italy
4240,Alberto Frison,Other,Tier_4,U25,10Mto1M,2012,Serie A,Tier_3,GK,132,0,1.9,Italy
3328,Leonardo Bittencourt,Other,Tier_4,U21,10Mto1M,2012,1 Bundesliga,Tier_1,CAM,45,5,1.71,Germany
3266,Leonardo Bittencourt,1 Bundesliga,Tier_1,U21,10Mto1M,2013,1 Bundesliga,Tier_3,CAM,107,11,1.71,Germany
3406,Leonardo Bittencourt,1 Bundesliga,Tier_3,U21,10Mto1M,2015,1 Bundesliga,Tier_3,CAM,174,22,1.71,Germany
1777,Leonardo Bittencourt,1 Bundesliga,Tier_3,U25,10Mto1M,2018,1 Bundesliga,Tier_2,CAM,196,23,1.71,Germany
5805,Igor Picusceac,Premier Liga,Tier_3,U30,Below1M,2012,Premier Liga,Tier_4,CF,270,58,1.84,Moldova
4296,Alexandru Maxim,Other,Tier_4,U25,10Mto1M,2012,1 Bundesliga,Tier_2,CAM,,,1.79,Romania
3028,Alexandru Maxim,1 Bundesliga,Tier_2,U30,10Mto1M,2017,1 Bundesliga,Tier_2,CAM,240,28,1.79,Romania
5766,Foued Kadir,Ligue 1,Tier_4,U30,Below1M,2012,Ligue 1,Tier_1,CAM,,,1.8,Algeria
5615,Foued Kadir,Ligue 1,Tier_1,A30,Below1M,2015,Primera Division,Tier_2,CAM,303,37,1.8,Algeria
2819,John Stones,Other,Tier_4,U21,10Mto1M,2012,Premier League,Tier_1,CB,,,1.88,England
50,John Stones,Premier League,Tier_1,U25,80Mto40M,2016,Premier League,Tier_1,CB,182,1,1.88,England
2679,Ron Vlaar,Eredivisie,Tier_3,U30,10Mto1M,2012,Premier League,Tier_1,CB,221,10,1.89,Netherlands
3284,Karim El Ahmadi,Eredivisie,Tier_3,U30,10Mto1M,2012,Premier League,Tier_1,CM,244,11,1.79,Morocco
5467,Karim El Ahmadi,Premier League,Tier_1,U30,Below1M,2014,Eredivisie,Tier_3,CM,366,21,1.79,Morocco
6572,Bart Schenkeveld,Eredivisie,Tier_3,U21,Below1M,2012,Eredivisie,Tier_4,CB,17,2,1.84,Netherlands
2577,Geoffrey Kondogbia,Ligue 1,Tier_4,U21,10Mto1M,2012,Primera Division,Tier_1,CM,86,3,1.88,Central African Republic
408,Geoffrey Kondogbia,Primera Division,Tier_1,U21,40Mto10M,2013,Ligue 1,Tier_1,CM,135,5,1.88,Central African Republic
133,Geoffrey Kondogbia,Ligue 1,Tier_1,U25,40Mto10M,2015,Serie A,Tier_1,CM,185,7,1.88,Central African Republic
360,Geoffrey Kondogbia,Serie A,Tier_1,U25,40Mto10M,2018,Primera Division,Tier_1,CM,246,12,1.88,Central African Republic
5792,Thorgan Hazard,Ligue 1,Tier_4,U21,Below1M,2012,Premier League,Tier_1,LW,14,0,1.75,Belgium
1349,Thorgan Hazard,Premier League,Tier_1,U25,10Mto1M,2015,1 Bundesliga,Tier_2,LW,234,49,1.75,Belgium
264,Thorgan Hazard,1 Bundesliga,Tier_2,U30,40Mto10M,2019,1 Bundesliga,Tier_1,LW,258,54,1.75,Belgium
2976,Joe Bennett,Premier League,Tier_3,U25,10Mto1M,2012,Premier League,Tier_1,LB,115,1,1.78,England
5602,Fedor Kudryashov,Premier Liga,Tier_2,U25,Below1M,2012,Premier Liga,Tier_3,LB,158,1,1.81,Russia
3952,Fedor Kudryashov,Premier Liga,Tier_3,U30,10Mto1M,2015,Premier Liga,Tier_3,LB,,,1.81,Russia
88,Javi Martínez,Premier League,Tier_3,U25,40Mto10M,2012,1 Bundesliga,Tier_1,CDM,375,34,1.92,Basque Country
149,Willian,Other,Tier_4,U25,40Mto10M,2012,Premier Liga,Tier_2,RW,,,1.75,Brazil
138,Willian,Premier Liga,Tier_2,U25,40Mto10M,2013,Premier League,Tier_1,RW,171,23,1.75,Brazil
2720,Ante Vukusic,Other,Tier_4,U21,10Mto1M,2012,Serie A,Tier_3,CF,106,37,1.77,Croatia
5123,Francesco Finocchio,Serie A,Tier_3,U21,Below1M,2012,Serie A,Tier_2,RW,7,0,1.78,Italy
5064,Michael Krohn-Dehli,Other,Tier_4,U30,Below1M,2012,Primera Division,Tier_2,CM,287,32,1.71,Denmark
99,Hulk,Liga Nos,Tier_1,U30,40Mto10M,2012,Premier Liga,Tier_1,RW,302,180,1.8,Brazil
997,Fredy Guarín,Liga Nos,Tier_1,U30,10Mto1M,2012,Serie A,Tier_2,CM,150,16,1.83,Colombia
6305,André Hahn,Other,Tier_4,U25,Below1M,2012,1 Bundesliga,Tier_3,RW,,,1.85,Germany
3700,André Hahn,1 Bundesliga,Tier_3,U25,10Mto1M,2014,1 Bundesliga,Tier_2,RW,227,43,1.85,Germany
1773,André Hahn,1 Bundesliga,Tier_2,U30,10Mto1M,2017,1 Bundesliga,Tier_2,RW,250,46,1.85,Germany
3034,André Hahn,1 Bundesliga,Tier_2,U30,10Mto1M,2018,1 Bundesliga,Tier_3,RW,254,47,1.85,Germany
5682,Vadim Demidov,Primera Division,Tier_2,U25,Below1M,2012,1 Bundesliga,Tier_2,CB,178,6,1.85,Norway
2924,Juan Insaurralde,Other,Tier_4,U30,10Mto1M,2012,Premier Liga,Tier_2,CB,239,25,1.87,Argentina
4879,Hiroshi Kiyotake,Other,Tier_4,U25,Below1M,2012,1 Bundesliga,Tier_4,CAM,161,24,1.72,Japan
2400,Hiroshi Kiyotake,1 Bundesliga,Tier_4,U25,10Mto1M,2014,1 Bundesliga,Tier_3,CAM,214,34,1.72,Japan
1732,Hiroshi Kiyotake,1 Bundesliga,Tier_3,U30,10Mto1M,2016,Primera Division,Tier_1,CAM,218,35,1.72,Japan
3275,Andreas Bjelland,Other,Tier_4,U25,10Mto1M,2012,Eredivisie,Tier_3,CB,183,7,1.88,Denmark
5685,Tobias Mikkelsen,Other,Tier_4,U25,Below1M,2012,1 Bundesliga,Tier_4,RW,133,18,1.78,Denmark
4590,Lucas Andersen,Ligue 1,Tier_4,U21,10Mto1M,2012,Eredivisie,Tier_2,CF,77,5,1.85,Denmark
5291,Lex Immers,Eredivisie,Tier_4,U30,Below1M,2012,Eredivisie,Tier_3,CAM,245,56,1.87,
5191,Jens Toornstra,Eredivisie,Tier_4,U25,Below1M,2012,Eredivisie,Tier_3,CAM,,,1.78,Netherlands
2780,Jens Toornstra,Eredivisie,Tier_3,U25,10Mto1M,2014,Eredivisie,Tier_3,CAM,300,68,1.78,Netherlands
3274,Felipe Gutiérrez,Other,Tier_4,U21,10Mto1M,2012,Eredivisie,Tier_3,CM,159,28,1.71,Chile
2852,Felipe Gutiérrez,Eredivisie,Tier_3,U25,10Mto1M,2016,Primera Division,Tier_2,CM,173,29,1.71,Chile
5914,Stefano Magnasco,Other,Tier_4,U21,Below1M,2012,Eredivisie,Tier_4,RB,68,0,1.75,
6533,Michael de Leeuw,Eredivisie,Tier_4,U25,Below1M,2012,Eredivisie,Tier_4,CAM,211,96,1.78,
6403,Yves De Winter,Eredivisie,Tier_4,U25,Below1M,2012,Eredivisie,Tier_3,GK,153,0,1.88,Belgium
6153,Rydell Poepon,Eredivisie,Tier_4,U25,Below1M,2012,Eredivisie,Tier_4,CF,197,51,1.81,Netherlands
5715,Robbin Ruiter,Other,Tier_4,U25,Below1M,2012,Eredivisie,Tier_3,GK,212,0,1.96,
5214,Robbert Schilder,Eredivisie,Tier_4,U30,Below1M,2012,Eredivisie,Tier_3,CB,256,18,1.78,Netherlands
6083,Donny Gorter,Eredivisie,Tier_4,U25,Below1M,2012,Eredivisie,Tier_3,CM,145,11,1.75,Netherlands
5560,Harmeet Singh,Other,Tier_4,U21,Below1M,2012,Eredivisie,Tier_3,CM,108,8,,Norway
3358,Arkadiusz Milik,Other,Tier_4,U21,10Mto1M,2012,1 Bundesliga,Tier_1,CF,,,1.86,Poland
3277,Arkadiusz Milik,1 Bundesliga,Tier_1,U21,10Mto1M,2015,Eredivisie,Tier_2,CF,,,1.86,Poland
177,Arkadiusz Milik,Eredivisie,Tier_2,U25,40Mto10M,2016,Serie A,Tier_1,CF,,,1.86,Poland
2258,Junior Fernandes,Other,Tier_4,U25,10Mto1M,2012,1 Bundesliga,Tier_1,LW,148,41,1.84,Chile
1968,Ángelo Henríquez,Other,Tier_4,U21,10Mto1M,2012,Premier League,Tier_1,CF,17,11,1.78,Chile
2988,Matías Rodríguez,Other,Tier_4,U30,10Mto1M,2012,Serie A,Tier_2,RB,,,,
3492,Massadio Haidara,Ligue 1,Tier_4,U21,10Mto1M,2012,Premier League,Tier_1,LB,,,1.81,Mali
2534,Samba Diakité,Ligue 1,Tier_4,U25,10Mto1M,2012,Premier League,Tier_2,CDM,50,10,1.86,Mali
4721,Hiroki Sakai,Other,Tier_4,U25,10Mto1M,2012,1 Bundesliga,Tier_3,RB,143,4,1.83,Japan
4025,Mathias Ranégie,Other,Tier_4,U30,10Mto1M,2012,Serie A,Tier_2,CF,,,1.97,Sweden
4630,França,Other,Tier_4,U21,10Mto1M,2012,1 Bundesliga,Tier_3,CDM,,,1.83,Brazil
3733,Anders Konradsen,Other,Tier_4,U25,10Mto1M,2012,Ligue 1,Tier_2,CDM,,,,Norway
5684,Aristide Bancé,Other,Tier_4,U30,Below1M,2012,1 Bundesliga,Tier_3,CF,322,98,1.93,Burkina Faso
3125,Brek Shea,Other,Tier_4,U25,10Mto1M,2012,Premier League,Tier_2,LW,,,1.905,United States
2680,Jack Butland,Premier League,Tier_3,U21,10Mto1M,2012,Premier League,Tier_2,GK,53,0,1.96,England
5537,Maurice Edu,Premier League,Tier_2,U30,Below1M,2012,Premier League,Tier_2,CDM,135,14,1.8288,United States
5019,Steven Davis,Premier League,Tier_2,U30,Below1M,2012,Premier League,Tier_1,CM,458,35,1.73,Northern Ireland
4699,Gaël Bigirimana,Other,Tier_4,U21,10Mto1M,2012,Premier League,Tier_1,CM,39,1,1.7526,Burundi
5665,Curtis Good,Other,Tier_4,U21,Below1M,2012,Premier League,Tier_1,CB,25,1,1.87,Australia
5018,Kevin Mbabu,Other,Tier_4,U21,Below1M,2012,Premier League,Tier_1,RB,1,0,1.84,Switzerland
1186,Kevin Mbabu,Other,Tier_4,U25,10Mto1M,2019,1 Bundesliga,Tier_1,RB,92,4,1.84,Switzerland
931,Wilfried Zaha,Premier League,Tier_2,U21,40Mto10M,2012,Premier League,Tier_1,RW,,,1.8,Ivory Coast
2665,Wilfried Zaha,Premier League,Tier_1,U25,10Mto1M,2014,Premier League,Tier_2,RW,140,13,1.8,Ivory Coast
2955,Nathaniel Clyne,Premier League,Tier_2,U21,10Mto1M,2012,Premier League,Tier_1,RB,216,4,1.7526,England
523,Nathaniel Clyne,Premier League,Tier_1,U25,40Mto10M,2015,Premier League,Tier_1,RB,293,5,1.7526,England
6338,Matty Kennedy,Other,Tier_4,U21,Below1M,2012,Premier League,Tier_1,RW,14,0,1.75,Scotland
3534,Jonathan Viera,Primera Division,Tier_4,U25,10Mto1M,2012,Primera Division,Tier_1,CAM,120,37,1.71,Spain
5233,Jonathan Viera,Other,Tier_4,U25,Below1M,2015,Primera Division,Tier_4,CAM,170,49,1.71,Spain
4881,Nikola Djurdjic,Other,Tier_4,U30,Below1M,2012,1 Bundesliga,Tier_4,CF,201,77,1.86,Serbia
4631,Nikola Djurdjic,1 Bundesliga,Tier_4,U30,10Mto1M,2014,1 Bundesliga,Tier_3,CF,247,87,1.86,Serbia
5282,Djiby Fall,Other,Tier_4,U30,Below1M,2012,1 Bundesliga,Tier_4,CF,124,56,1.86,Senegal
5714,Alfred Finnbogason,Other,Tier_4,U25,Below1M,2012,Eredivisie,Tier_3,CF,84,46,1.85,Iceland
1428,Alfred Finnbogason,Eredivisie,Tier_3,U25,10Mto1M,2014,Primera Division,Tier_2,CF,172,101,1.85,Iceland
2458,Alfred Finnbogason,Primera Division,Tier_2,U30,10Mto1M,2016,1 Bundesliga,Tier_3,CF,193,109,1.85,Iceland
923,Paulo Dybala,Other,Tier_4,U21,40Mto10M,2012,Serie A,Tier_2,CF,127,38,1.77,Argentina
105,Paulo Dybala,Serie A,Tier_2,U21,40Mto10M,2015,Serie A,Tier_1,CF,279,102,1.77,Argentina
3079,Ryan Mendes,Ligue 1,Tier_4,U25,10Mto1M,2012,Ligue 1,Tier_2,LW,139,27,1.75,Cape Verde
6003,Brice Samba,Ligue 1,Tier_4,U21,Below1M,2012,Ligue 1,Tier_1,GK,,,1.86,
1064,Marvin Martin,Ligue 1,Tier_3,U25,10Mto1M,2012,Ligue 1,Tier_2,CAM,203,8,1.71,France
5428,Damien Perquis,Ligue 1,Tier_3,U30,Below1M,2012,Primera Division,Tier_2,CB,265,15,1.84,Poland
89,Lucas Moura,Other,Tier_4,U21,40Mto10M,2012,Ligue 1,Tier_1,RW,,,1.72,Brazil
232,Lucas Moura,Ligue 1,Tier_1,U25,40Mto10M,2017,Premier League,Tier_1,RW,,,1.72,Brazil
3217,Bruno Uvini,Other,Tier_4,U21,10Mto1M,2012,Serie A,Tier_1,CB,8,0,1.87,Brazil
2798,Florian Thauvin,Ligue 1,Tier_4,U21,10Mto1M,2012,Ligue 1,Tier_2,RW,,,1.79,France
865,Florian Thauvin,Ligue 1,Tier_2,U21,40Mto10M,2013,Ligue 1,Tier_1,RW,117,23,1.79,France
480,Florian Thauvin,Ligue 1,Tier_1,U25,40Mto10M,2015,Premier League,Tier_1,RW,130,23,1.79,France
973,Florian Thauvin,Premier League,Tier_1,U25,10Mto1M,2017,Ligue 1,Tier_1,RW,252,78,1.79,France
2492,Sadio Diallo,Ligue 1,Tier_4,U21,10Mto1M,2012,Ligue 1,Tier_2,CM,103,18,1.82,Guinea
4393,Gaëtan Charbonnier,Ligue 1,Tier_3,U25,10Mto1M,2012,Ligue 1,Tier_3,CF,173,51,1.87,
4973,Gaëtan Charbonnier,Ligue 1,Tier_3,U25,Below1M,2013,Ligue 1,Tier_3,CF,282,71,1.87,
4966,Eden Ben Basat,Ligue 1,Tier_4,U30,Below1M,2012,Ligue 1,Tier_3,CF,,,1.85,Israel
4394,Lindsay Rose,Other,Tier_4,U21,10Mto1M,2012,Ligue 1,Tier_4,CB,,,1.84,Mauritius
4401,Lindsay Rose,Ligue 1,Tier_4,U25,10Mto1M,2014,Ligue 1,Tier_1,CB,109,4,1.84,Mauritius
4415,Lindsay Rose,Ligue 1,Tier_1,U25,10Mto1M,2016,Ligue 1,Tier_3,CB,151,9,1.84,Mauritius
3460,Djibril Sidibé,Ligue 1,Tier_4,U21,10Mto1M,2012,Ligue 1,Tier_2,RB,137,8,1.82,France
643,Djibril Sidibé,Ligue 1,Tier_2,U25,40Mto10M,2016,Ligue 1,Tier_1,RB,224,13,1.82,France
2003,Ewerton,Other,Tier_4,U25,10Mto1M,2012,Premier Liga,Tier_2,CB,65,3,1.88,
4365,Ewerton,Premier Liga,Tier_2,U30,10Mto1M,2015,Liga Nos,Tier_2,CB,67,3,1.88,
3845,Ewerton,Liga Nos,Tier_4,U25,10Mto1M,2018,Liga Nos,Tier_1,CAM,,,1.88,
5382,Sergey Petrov,Other,Tier_4,U21,Below1M,2012,Premier Liga,Tier_1,RB,,,,
5034,Benoît Angbwa,Premier Liga,Tier_3,A30,Below1M,2012,Premier Liga,Tier_4,RB,216,11,1.77,Cameroon
4455,Benoît Angbwa,Other,Tier_4,A30,10Mto1M,2013,Premier Liga,Tier_2,RB,233,12,1.77,Cameroon
4453,Ilia Maksimov,Premier Liga,Tier_4,U25,10Mto1M,2012,Premier Liga,Tier_4,CM,,,,
2559,Ilia Maksimov,Other,Tier_4,U30,10Mto1M,2013,Premier Liga,Tier_2,CM,,,,
3278,Diego Rolán,Other,Tier_4,U21,10Mto1M,2012,Ligue 1,Tier_2,CF,,,1.76,Uruguay
3459,Emanuel Herrera,Other,Tier_4,U25,10Mto1M,2012,Ligue 1,Tier_3,CF,,,1.8,
5601,Siyanda Xulu,Other,Tier_4,U21,Below1M,2012,Premier Liga,Tier_3,CB,102,4,1.89,South Africa
3662,Lucas Mendes,Other,Tier_4,U25,10Mto1M,2012,Ligue 1,Tier_1,CB,0,0,1.74,
5765,Kassim Abdallah,Other,Tier_4,U25,Below1M,2012,Ligue 1,Tier_1,RB,150,2,1.85,Comoros
6182,Kassim Abdallah,Ligue 1,Tier_1,U30,Below1M,2013,Ligue 1,Tier_4,RB,,,1.85,Comoros
5767,Florentin Pogba,Other,Tier_4,U25,Below1M,2012,Ligue 1,Tier_2,CB,111,7,1.92,Guinea
5577,Nicolas Fauvergue,Other,Tier_4,U30,Below1M,2012,Ligue 1,Tier_3,CF,211,47,1.93,
5768,Maxime Colin,Ligue 1,Tier_4,U21,Below1M,2012,Ligue 1,Tier_4,RB,104,0,1.79,France
3943,Ivelin Popov,Other,Tier_4,U25,10Mto1M,2012,Premier Liga,Tier_3,CAM,235,50,1.82,Bulgaria
1842,Ivelin Popov,Premier Liga,Tier_3,U30,10Mto1M,2015,Premier Liga,Tier_2,CAM,312,56,1.82,Bulgaria
5938,Samuel Llorca,Primera Division,Tier_4,U30,Below1M,2012,Primera Division,Tier_2,CB,,,1.87,
4476,Augusto Fernández,Other,Tier_4,U30,10Mto1M,2012,Primera Division,Tier_2,CM,230,25,1.78,Argentina
2581,Augusto Fernández,Primera Division,Tier_2,U30,10Mto1M,2015,Primera Division,Tier_1,CM,,,1.78,Argentina
4849,Nosa Igiebor,Other,Tier_4,U21,Below1M,2012,Primera Division,Tier_2,CM,232,41,1.82,Nigeria
743,Mauricio Isla,Serie A,Tier_2,U25,40Mto10M,2012,Serie A,Tier_1,RB,157,6,1.78,Chile
2628,Mauricio Isla,Serie A,Tier_1,U30,10Mto1M,2016,Serie A,Tier_2,RB,240,9,1.78,Chile
683,Samir Handanovic,Serie A,Tier_2,U30,40Mto10M,2012,Serie A,Tier_2,GK,522,0,1.93,Slovenia
3641,Yacouba Sylla,Other,Tier_4,U25,10Mto1M,2012,Premier League,Tier_1,CDM,,,1.84,Mali
4406,Yacouba Sylla,Premier League,Tier_1,U25,10Mto1M,2015,Ligue 1,Tier_2,CDM,134,1,1.84,Mali
3458,Romain Alessandrini,Other,Tier_4,U25,10Mto1M,2012,Ligue 1,Tier_2,RW,150,44,1.73,
2086,Romain Alessandrini,Ligue 1,Tier_2,U25,10Mto1M,2014,Ligue 1,Tier_1,RW,204,52,1.73,
6362,Mauricio Sperduti,Other,Tier_4,U30,Below1M,2012,Serie A,Tier_2,RW,,,1.79,Argentina
6151,Sören Rieks,Other,Tier_4,U25,Below1M,2012,Eredivisie,Tier_4,LW,206,50,1.84,Denmark
3730,Filipe Augusto,Other,Tier_4,U21,10Mto1M,2012,Liga Nos,Tier_4,CDM,0,0,1.83,Brazil
3840,Filipe Augusto,Liga Nos,Tier_4,U25,10Mto1M,2016,Liga Nos,Tier_1,CDM,,,1.83,Brazil
3837,Luisinho,Other,Tier_4,U30,10Mto1M,2012,Liga Nos,Tier_1,LB,,,1.75,
2706,Junior Hoilett,Premier League,Tier_3,U25,10Mto1M,2012,Premier League,Tier_2,LW,226,31,1.73,Canada
4700,Mark Bunn,Premier League,Tier_3,U30,10Mto1M,2012,Premier League,Tier_3,GK,,,,
5536,Jordan Bowery,Other,Tier_4,U21,Below1M,2012,Premier League,Tier_1,CF,106,10,1.85,
3493,Ashley Westwood,Other,Tier_4,U25,10Mto1M,2012,Premier League,Tier_1,CDM,,,1.7526,
1918,Ashley Westwood,Premier League,Tier_1,U30,10Mto1M,2016,Premier League,Tier_2,CDM,,,1.7526,
1510,Nick Powell,Other,Tier_4,U21,10Mto1M,2012,Premier League,Tier_1,CAM,58,15,1.83,England
2822,Michael Kightly,Premier League,Tier_2,U30,10Mto1M,2012,Premier League,Tier_2,LW,,,1.7526,England
4097,Michael Kightly,Premier League,Tier_2,U30,10Mto1M,2014,Premier League,Tier_2,LW,,,1.7526,England
1161,Matt Jarvis,Premier League,Tier_2,U30,10Mto1M,2012,Premier League,Tier_1,LW,352,35,1.7272,England
2908,Matt Jarvis,Premier League,Tier_1,U30,10Mto1M,2015,Premier League,Tier_3,LW,357,36,1.7272,England
6128,Tobias Sana,Other,Tier_4,U25,Below1M,2012,Eredivisie,Tier_2,CF,105,10,1.74,Sweden
4525,Sebastian Eriksson,Other,Tier_4,U25,10Mto1M,2012,Serie A,Tier_2,CDM,110,5,1.85,Sweden
5687,Cristian Ramírez,Other,Tier_4,U21,Below1M,2012,1 Bundesliga,Tier_4,LB,,,1.74,Ecuador
4460,Cristian Ramírez,Other,Tier_4,U25,10Mto1M,2016,Premier Liga,Tier_2,LB,,,1.74,Ecuador
6532,Marco Bizot,Other,Tier_4,U21,Below1M,2012,Eredivisie,Tier_4,GK,67,0,1.94,Netherlands
2821,Vegard Forren,Other,Tier_4,U25,10Mto1M,2012,Premier League,Tier_1,CB,,,1.86,Norway
4175,Kalilou Traoré,Other,Tier_4,U25,10Mto1M,2012,Ligue 1,Tier_3,CDM,185,39,1.92,Mali
4689,Filip Kostic,Other,Tier_4,U21,10Mto1M,2012,Eredivisie,Tier_4,LW,107,16,1.84,Serbia
1767,Filip Kostic,Eredivisie,Tier_4,U21,10Mto1M,2014,1 Bundesliga,Tier_2,LW,166,24,1.84,Serbia
715,Filip Kostic,1 Bundesliga,Tier_2,U25,40Mto10M,2016,1 Bundesliga,Tier_2,LW,227,33,1.84,Serbia
1781,Filip Kostic,1 Bundesliga,Tier_2,U30,10Mto1M,2019,1 Bundesliga,Tier_2,LW,,,1.84,Serbia
6152,Andraz Kirm,Other,Tier_4,U30,Below1M,2012,Eredivisie,Tier_4,LW,321,46,1.83,Slovenia
5318,Maor Melikson,Other,Tier_4,U30,Below1M,2012,Ligue 1,Tier_4,RW,,,1.75,Israel
4254,Aron Jóhannsson,Ligue 1,Tier_4,U25,10Mto1M,2012,Eredivisie,Tier_3,CF,,,1.84,United States
2415,Aron Jóhannsson,Eredivisie,Tier_3,U25,10Mto1M,2015,1 Bundesliga,Tier_2,CF,188,69,1.84,United States
6648,Youness Mokhtar,Other,Tier_4,U21,Below1M,2012,Eredivisie,Tier_4,LW,61,15,1.77,Morocco
5524,Youness Mokhtar,Eredivisie,Tier_4,U25,Below1M,2013,Eredivisie,Tier_3,LW,118,23,1.77,Morocco
6710,Kevin Brands,Other,Tier_4,U25,Below1M,2012,Eredivisie,Tier_4,CAM,104,13,1.85,
1815,Iván Ramis,Primera Division,Tier_4,U30,10Mto1M,2012,Premier League,Tier_3,CB,292,16,1.89,Spain
5315,Romain Grange,Other,Tier_4,U25,Below1M,2012,Ligue 1,Tier_4,RW,141,16,1.77,
6514,Keylor Navas,Other,Tier_4,U25,Below1M,2012,Primera Division,Tier_3,GK,144,0,1.85,Costa Rica
1115,Keylor Navas,Primera Division,Tier_3,U30,10Mto1M,2014,Primera Division,Tier_1,GK,248,0,1.85,Costa Rica
646,Keylor Navas,Primera Division,Tier_1,A30,40Mto10M,2019,Ligue 1,Tier_1,GK,269,0,1.85,Costa Rica
4717,Junior Tallo,Serie A,Tier_3,U21,10Mto1M,2012,Serie A,Tier_1,CF,3,0,1.89,Ivory Coast
4983,Junior Tallo,Serie A,Tier_1,U25,Below1M,2015,Ligue 1,Tier_2,CF,82,14,1.89,Ivory Coast
4770,Ezechiel Ndouasel,Other,Tier_4,U25,10Mto1M,2012,Premier Liga,Tier_3,CF,126,65,1.92,Chad
3216,Willians,Other,Tier_4,U30,10Mto1M,2012,Serie A,Tier_2,CDM,,,1.75,Brazil
1835,Vágner Love,Other,Tier_4,U30,10Mto1M,2012,Premier Liga,Tier_2,CF,253,128,1.72,Brazil
4403,Vágner Love,Other,Tier_4,A30,10Mto1M,2015,Ligue 1,Tier_1,CF,328,167,1.72,Brazil
3294,Diego Maurício,Other,Tier_4,U21,10Mto1M,2012,Premier Liga,Tier_4,CF,67,6,1.83,Brazil
5867,Wojciech Pawlowski,Other,Tier_4,U21,Below1M,2012,Serie A,Tier_2,GK,16,0,1.93,Poland
3175,Allan,Other,Tier_4,U21,10Mto1M,2012,Primera Division,Tier_3,CM,,,1.8288,England
3229,Allan,Primera Division,Tier_3,U25,10Mto1M,2014,Serie A,Tier_2,CM,,,1.8288,England
943,Allan,Serie A,Tier_2,U25,40Mto10M,2015,Serie A,Tier_1,CM,,,1.8288,England
5241,Anselmo,Other,Tier_4,U25,Below1M,2012,Serie A,Tier_1,CDM,,,,
