,N,newman_p,av_deg,dia,ave_clu,policy_power,threshold,a_t_m,a_t_std,I_P_N_m,I_P_N_std,I_P_T_m,I_P_T_std,S_F_N_m,S_F_N_std,S_F_T_m,S_F_T_std
14,1500.0,0.45,5.777,8.0,0.25130375887547424,0.1,0.15,7.591,0.637,941.9,21.865,16.74,0.843,6.6,2.059,40.091,3.953
15,1500.0,0.45,5.777,8.0,0.25130375887547424,0.1,0.2,8.253,1.214,945.9,30.366,16.456,1.603,5.4,1.855,39.967,5.167
16,1500.0,0.45,5.777,8.0,0.25130375887547424,0.1,0.25,9.323,0.713,940.7,11.637,16.947,1.098,5.9,2.256,37.734,2.876
17,1500.0,0.45,5.777,8.0,0.25130375887547424,0.1,0.3,9.147,0.859,955.6,29.463,15.805,1.081,6.4,2.538,39.116,6.189
18,1500.0,0.45,5.777,8.0,0.25130375887547424,0.1,0.35,10.518,0.924,950.3,22.597,16.741,0.9,6.9,2.256,37.232,6.601
19,1500.0,0.45,5.777,8.0,0.25130375887547424,0.1,0.4,10.997,0.897,944.0,31.493,17.004,1.126,3.9,2.343,38.891,4.773
20,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.01,2.063,0.514,882.6,24.32,21.469,1.67,10.4,4.247,47.017,7.922
21,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.04,4.342,0.573,888.9,34.87,19.056,0.98,12.2,5.231,48.22,8.146
22,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.08,5.834,0.695,889.4,21.896,18.221,1.375,12.2,6.03,45.971,8.23
23,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.1,6.422,0.82,887.1,25.501,17.625,1.113,13.7,4.797,38.621,4.962
24,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.15,7.727,0.739,902.2,20.961,17.364,1.172,12.3,3.195,43.959,6.374
25,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.2,7.934,0.537,919.5,26.707,16.718,0.866,12.5,5.277,42.284,4.476
26,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.25,9.514,0.958,892.8,20.61,17.637,0.801,11.7,3.551,41.569,6.685
27,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.3,9.503,0.999,918.1,34.55,16.947,1.248,11.2,5.095,40.473,5.798
28,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.35,10.028,0.574,908.6,29.35,16.754,1.293,10.2,4.468,42.35,7.43
29,1500.0,0.45,5.799,8.0,0.250782917327281,0.2,0.4,10.857,1.033,922.4,24.229,17.069,1.047,9.9,4.036,40.581,8.87
30,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.01,2.065,0.576,833.2,30.053,22.266,1.733,21.7,6.42,49.601,3.047
31,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.04,4.272,0.746,838.2,14.818,20.218,1.215,20.3,6.149,49.816,9.993
32,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.08,6.226,0.486,835.2,15.924,19.695,1.008,19.9,4.867,47.139,6.245
33,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.1,6.763,0.684,858.6,12.643,18.938,1.133,18.2,3.995,45.039,2.543
34,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.15,7.76,0.891,867.6,25.413,18.458,1.495,19.4,5.444,51.667,19.186
35,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.2,8.418,1.079,861.6,28.193,17.652,1.552,21.1,8.972,49.048,9.761
36,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.25,8.901,0.846,863.5,22.01,17.607,1.044,16.7,6.1,49.235,7.195
37,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.3,9.782,0.448,860.9,25.308,17.998,0.971,19.0,5.848,49.757,6.723
38,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.35,9.764,0.625,884.0,18.601,16.864,1.074,15.4,5.444,47.309,6.536
39,1500.0,0.45,5.832,8.0,0.24798740285731677,0.3,0.4,10.688,0.829,900.0,28.855,16.823,1.459,17.1,3.59,44.416,4.493
40,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.01,1.974,0.579,752.9,22.278,26.611,2.186,43.3,12.418,67.41,16.404
41,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.04,4.378,0.872,771.9,31.892,21.925,1.254,40.5,8.947,54.441,7.191
42,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.08,5.683,0.551,783.9,28.116,20.213,1.222,37.9,8.312,56.49,11.174
43,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.1,6.87,1.079,767.7,17.72,20.663,1.816,36.7,6.958,50.047,7.674
44,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.15,7.429,0.38,801.3,45.113,19.592,0.63,35.2,11.94,52.532,15.031
45,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.2,8.581,0.89,794.8,39.929,19.565,1.518,38.1,8.105,57.514,10.348
46,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.25,8.821,0.501,834.7,24.568,18.816,0.789,27.2,3.736,49.048,8.389
47,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.3,9.466,0.59,834.2,22.534,17.754,1.074,31.7,4.291,58.582,18.684
48,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.35,9.998,0.697,828.6,14.249,17.577,1.258,27.8,6.72,54.988,10.784
49,1500.0,0.45,5.827,8.0,0.2507005632422581,0.4,0.4,10.588,0.94,842.9,23.767,16.912,1.666,29.3,4.776,51.63,8.75
50,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.01,1.869,0.558,630.4,29.214,30.799,3.785,80.8,12.065,80.064,13.549
51,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.04,4.564,0.468,675.7,30.894,25.837,1.781,74.0,16.709,68.08,11.236
52,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.08,5.645,0.702,689.3,23.07,22.661,1.633,64.2,10.008,64.472,7.47
53,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.1,6.136,0.637,688.6,39.248,21.725,1.786,69.7,19.586,65.18,12.159
54,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.15,7.482,0.772,702.5,18.667,21.403,1.404,68.2,13.862,63.063,14.5
55,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.2,8.102,0.726,733.2,36.204,19.472,1.628,67.4,15.467,58.8,10.317
56,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.25,8.921,0.901,756.6,25.409,18.861,1.703,58.6,8.065,53.851,4.36
57,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.3,9.502,0.831,764.4,25.152,18.157,1.435,58.8,10.731,59.433,7.145
58,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.35,10.258,0.484,798.4,31.206,18.351,1.249,51.2,12.327,59.883,16.862
59,1500.0,0.45,5.819,9.0,0.2498812580200175,0.5,0.4,10.802,1.058,807.8,22.759,17.305,1.674,49.5,14.861,51.114,9.374
60,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.01,1.825,0.311,485.1,34.309,42.479,7.778,188.8,17.081,94.828,11.7
61,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.04,4.651,0.67,538.4,38.085,31.539,3.444,157.9,23.48,76.25,9.279
62,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.08,6.267,0.708,549.7,21.675,26.533,1.944,154.1,20.117,85.162,12.389
63,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.1,7.011,0.473,581.4,29.059,26.443,0.982,145.1,20.087,76.337,10.763
64,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.15,7.547,0.721,614.9,29.252,22.322,1.974,141.5,27.71,71.127,14.792
65,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.2,8.966,0.649,645.7,30.832,21.37,0.766,124.1,21.196,64.816,7.311
66,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.25,9.633,0.751,677.9,37.098,19.776,1.271,117.3,15.614,59.221,11.646
67,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.3,10.051,1.023,680.3,23.405,19.177,1.757,109.4,15.976,65.359,9.525
68,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.35,10.589,0.855,734.0,37.895,18.266,0.972,102.1,21.705,57.676,7.771
69,1500.0,0.45,5.769,8.0,0.25503457331342666,0.6,0.4,10.592,0.737,747.9,29.504,17.536,1.414,87.8,14.777,59.139,4.593
70,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.01,1.693,0.253,298.7,32.336,50.77,9.83,407.5,50.518,122.478,13.097
71,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.04,4.366,0.64,365.3,47.174,34.863,6.703,355.4,32.352,107.081,15.741
72,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.08,6.082,0.722,401.3,33.675,27.076,4.351,333.3,26.123,97.316,14.974
73,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.1,6.451,0.798,432.6,28.925,26.218,2.939,306.1,35.7,87.235,17.429
74,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.15,7.263,0.59,495.4,42.657,21.716,1.852,263.4,25.664,82.228,15.846
75,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.2,8.071,0.718,553.7,30.819,20.32,2.012,243.3,35.452,71.841,10.135
76,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.25,8.456,0.633,585.4,24.192,18.105,2.358,211.2,27.513,73.087,11.049
77,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.3,9.523,0.984,622.2,36.177,18.561,1.743,202.1,26.722,70.345,6.596
78,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.35,10.227,0.791,667.7,30.44,17.428,1.183,181.2,30.535,65.68,6.536
79,1500.0,0.45,5.855,9.0,0.24682486737189943,0.7,0.4,10.646,0.982,705.2,29.065,16.697,1.887,151.5,27.829,62.868,8.874
80,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.01,1.538,0.185,103.6,43.791,43.621,17.213,1094.8,166.458,118.675,35.717
81,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.04,4.164,0.717,154.4,24.192,28.336,9.608,955.0,57.72,107.202,21.693
82,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.08,6.058,0.959,238.7,27.416,25.077,5.142,772.0,55.651,91.226,18.19
83,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.1,6.408,0.769,280.4,31.302,23.066,2.534,702.7,65.085,83.756,13.336
84,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.15,7.733,0.741,355.2,24.883,19.185,2.49,621.7,45.526,76.38,16.456
85,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.2,7.852,0.351,424.0,22.414,16.971,2.799,503.0,44.141,79.681,11.056
86,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.25,9.084,0.835,498.1,17.283,17.421,1.872,426.6,34.241,67.155,12.596
87,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.3,9.269,0.715,534.4,22.835,16.475,1.267,391.7,31.793,62.934,6.842
88,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.35,10.114,0.554,597.6,18.8,15.505,1.602,319.4,21.569,62.537,12.581
89,1500.0,0.45,5.803,8.0,0.2519007380581772,0.8,0.4,10.742,0.713,631.5,35.688,15.343,1.549,291.4,39.573,63.272,10.635
90,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.01,1.882,0.39,35.6,11.253,24.567,13.376,1409.4,37.529,58.736,28.997
91,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.04,4.682,0.774,101.6,14.066,13.919,4.579,1275.0,45.004,45.633,11.245
92,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.08,5.684,0.726,175.3,18.676,14.422,1.83,1116.3,31.369,64.684,15.432
93,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.1,6.678,0.842,209.0,24.104,13.853,2.651,1035.8,47.18,64.031,11.257
94,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.15,7.64,0.835,290.0,18.879,14.826,1.713,894.8,24.697,65.681,11.905
95,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.2,8.125,0.544,359.6,27.598,14.584,1.378,776.6,33.625,62.917,14.463
96,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.25,8.974,0.707,420.6,29.874,14.573,1.738,690.9,55.097,66.526,10.532
97,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.3,9.317,0.719,502.6,22.469,14.198,1.196,583.0,25.632,58.248,8.975
98,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.35,10.046,0.754,553.9,34.97,13.639,1.639,516.3,47.238,54.991,6.294
99,1500.0,0.45,5.867,9.0,0.2458644387263471,0.9,0.4,10.124,0.717,610.8,42.348,13.12,1.143,445.3,40.642,51.739,9.254
