,N,newman_p,av_deg,dia,ave_clu,policy_power,threshold,a_t_m,a_t_std,I_P_N_m,I_P_N_std,I_P_T_m,I_P_T_std,S_F_N_m,S_F_N_std,S_F_T_m,S_F_T_std
20,1500,0.35,5.412,10,0.289828669,0.2,0.01,2.153,0.505,832.4,22.857,23.379,1.151,22.6,7.338,50.892,5.48
21,1500,0.35,5.412,10,0.289828669,0.2,0.04,5.164,0.795,830.7,20.025,22.162,1.852,23.4,7.31,49,7.261
22,1500,0.35,5.412,10,0.289828669,0.2,0.08,6.988,0.962,818.2,15.4,21.254,1.436,20.4,3.441,48.124,4.235
23,1500,0.35,5.412,10,0.289828669,0.2,0.1,7.667,1.008,830,25.235,20.998,0.958,22.3,3.951,51.263,10.481
24,1500,0.35,5.412,10,0.289828669,0.2,0.15,8.655,0.697,837.9,27.548,20.953,1.061,17.3,5.797,47.353,4.868
25,1500,0.35,5.412,10,0.289828669,0.2,0.2,9.637,0.813,835.4,26.919,20.058,1.225,21.1,6.426,46.923,6.273
26,1500,0.35,5.412,10,0.289828669,0.2,0.25,10.401,0.87,851.3,21,19.715,1.126,17.1,3.986,45.521,4.527
27,1500,0.35,5.412,10,0.289828669,0.2,0.3,11.367,0.979,860.5,23.303,19.449,0.998,11.5,6.054,47.262,7.485
28,1500,0.35,5.412,10,0.289828669,0.2,0.35,11.625,0.929,846.2,20.208,18.819,1.582,17.7,4.22,45.61,5.9
29,1500,0.35,5.412,10,0.289828669,0.2,0.4,11.939,0.934,860.4,35.638,19.12,1.292,15.6,4.386,49.038,7.026
30,1500,0.35,5.389,10,0.292011461,0.3,0.01,1.833,0.335,737.4,33.076,27.585,2.311,39.4,10.67,60.329,8.755
31,1500,0.35,5.389,10,0.292011461,0.3,0.04,5.562,1.379,734.3,20.621,24.649,2.735,42,13.439,59.303,11.133
32,1500,0.35,5.389,10,0.292011461,0.3,0.08,7.293,0.667,749.9,16.392,24.116,1.43,37.6,9.79,62.033,6.298
33,1500,0.35,5.389,10,0.292011461,0.3,0.1,7.936,0.827,764.5,25.331,22.645,1.59,37.5,8.078,59.532,11.831
34,1500,0.35,5.389,10,0.292011461,0.3,0.15,9.051,0.757,777.3,16.106,21.217,1.419,32.8,7.795,57.737,8.585
35,1500,0.35,5.389,10,0.292011461,0.3,0.2,10.168,0.964,769.7,30.381,21.378,1.589,30.6,6.815,55.945,8.304
36,1500,0.35,5.389,10,0.292011461,0.3,0.25,10.838,1.224,790.4,23.17,20.884,1.586,28.8,7.947,50.658,5.621
37,1500,0.35,5.389,10,0.292011461,0.3,0.3,11.656,0.849,821.9,20.122,20.846,1.539,25.9,9.203,56.658,12.098
38,1500,0.35,5.389,10,0.292011461,0.3,0.35,12.322,0.978,798.8,17.221,20.67,1.189,28.5,8.09,56.188,9.665
39,1500,0.35,5.389,10,0.292011461,0.3,0.4,13.57,0.934,795.4,31.052,20.898,1.552,28.7,4.838,49.043,4.477
40,1500,0.35,5.384,10,0.295649481,0.4,0.01,2.164,0.481,679.2,20.049,29.669,3.136,64.6,13.618,68.105,12.82
41,1500,0.35,5.384,10,0.295649481,0.4,0.04,5.272,0.813,672.3,39.772,26.763,1.679,62.2,17.099,67.823,7.839
42,1500,0.35,5.384,10,0.295649481,0.4,0.08,7.425,0.966,679.1,23.433,25.67,2.684,65.9,12.629,61.431,7.538
43,1500,0.35,5.384,10,0.295649481,0.4,0.1,7.297,0.776,686.4,31.414,25.101,1.446,71.1,20.403,57.816,5.41
44,1500,0.35,5.384,10,0.295649481,0.4,0.15,8.51,0.931,713.1,26.913,22.113,1.039,62.7,7.444,64.114,12.266
45,1500,0.35,5.384,10,0.295649481,0.4,0.2,9.98,1.315,718.7,13.886,21.587,1.69,51.8,8.875,64.702,11.014
46,1500,0.35,5.384,10,0.295649481,0.4,0.25,10.76,1.01,738.8,38.902,22.103,2.15,55.8,13.136,59.431,8.791
47,1500,0.35,5.384,10,0.295649481,0.4,0.3,11.277,0.909,754.4,30.233,20.744,1.789,49.1,11.493,57.012,6.984
48,1500,0.35,5.384,10,0.295649481,0.4,0.35,12.462,0.781,770.4,28.987,20.876,1.02,47.4,6.888,58.816,7.389
49,1500,0.35,5.384,10,0.295649481,0.4,0.4,12.457,0.773,776.3,14.92,19.799,1.544,53.4,10.911,53.447,7.082
50,1500,0.35,5.4,9,0.292376399,0.5,0.01,1.998,0.355,559.9,39.528,35.178,4.67,126.1,24.444,77.91,9.822
51,1500,0.35,5.4,9,0.292376399,0.5,0.04,4.688,0.581,571.1,27.377,30.441,2.866,125.9,21.533,75.886,9.756
52,1500,0.35,5.4,9,0.292376399,0.5,0.08,6.51,0.748,579.6,24.917,27.052,2.041,131.8,18.723,71.027,7.708
53,1500,0.35,5.4,9,0.292376399,0.5,0.1,7.247,0.529,593.4,33.368,26.209,2.441,125,15.067,73.096,5.824
54,1500,0.35,5.4,9,0.292376399,0.5,0.15,8.979,1.047,622.1,33.566,24.549,2.391,112.9,12.397,69.127,11.088
55,1500,0.35,5.4,9,0.292376399,0.5,0.2,9.626,0.83,656.7,26.814,22.531,1.592,105.6,13.055,68.973,9.978
56,1500,0.35,5.4,9,0.292376399,0.5,0.25,10.127,0.468,669.5,23.333,20.513,1.464,98.8,18.535,60.309,12.006
57,1500,0.35,5.4,9,0.292376399,0.5,0.3,11.535,0.961,697.8,27.118,20.83,1.588,88.6,20.145,62.717,9.183
58,1500,0.35,5.4,9,0.292376399,0.5,0.35,11.846,1.217,713.9,19.573,19.861,1.131,83.5,16.663,59.871,6.21
59,1500,0.35,5.4,9,0.292376399,0.5,0.4,12.833,1.214,734.7,31.963,20.472,1.154,72.7,13.259,63.132,9.444
60,1500,0.35,5.389,9,0.293201288,0.6,0.01,1.995,0.445,418.3,36.169,43.668,6.41,264.6,31.972,104.242,21.091
61,1500,0.35,5.389,9,0.293201288,0.6,0.04,4.649,0.751,455.9,19.393,33.226,2.295,242.4,25.263,93.534,9.506
62,1500,0.35,5.389,9,0.293201288,0.6,0.08,6.943,0.757,474.3,30.398,30.385,3.713,226.9,28.532,93.612,16.967
63,1500,0.35,5.389,9,0.293201288,0.6,0.1,7.293,1.187,470.3,24.932,30.046,3.778,235.3,36.122,80.101,11.634
64,1500,0.35,5.389,9,0.293201288,0.6,0.15,8.823,0.817,537.2,37.328,24.858,2.999,201.4,26.93,79.342,8.566
65,1500,0.35,5.389,9,0.293201288,0.6,0.2,9.572,1.295,572.4,28.81,22.26,2.487,185.1,27.37,71.3,9.702
66,1500,0.35,5.389,9,0.293201288,0.6,0.25,10.267,0.925,596.6,33.895,22.417,1.687,168.8,17.215,69.899,13.323
67,1500,0.35,5.389,9,0.293201288,0.6,0.3,10.912,0.99,632,25.495,20.514,1.385,156.1,21.244,66.552,7.176
68,1500,0.35,5.389,9,0.293201288,0.6,0.35,11.88,0.711,659.4,19.8,19.726,1.238,144.2,10.628,72.149,11.117
69,1500,0.35,5.389,9,0.293201288,0.6,0.4,12.209,1.227,707.3,28.622,19.256,2.047,117.2,16.16,66.084,13.835
0,1500,0.35,5.4,9,0.290481485,0.7,0.01,1.913,0.406,194,38.745,68.35,30.214,627.3,63.345,169.391,45.401
1,1500,0.35,5.4,9,0.290481485,0.7,0.04,5.404,0.608,265.3,35.833,36.142,5.045,528.6,64.919,121.728,24.869
2,1500,0.35,5.4,9,0.290481485,0.7,0.08,7.607,0.987,300.8,30.724,30.474,5.65,515,53.993,116.437,20.963
3,1500,0.35,5.4,9,0.290481485,0.7,0.1,7.641,0.997,315.1,46.854,28.229,4.996,505,124.337,99.358,13.941
4,1500,0.35,5.4,9,0.290481485,0.7,0.15,9.076,1.044,405.2,26.705,25.513,3.738,395.4,42.288,95.023,14.681
5,1500,0.35,5.4,9,0.290481485,0.7,0.2,9.963,1.106,477,20.159,21.766,2.023,345.2,24.778,74.445,8.318
6,1500,0.35,5.4,9,0.290481485,0.7,0.25,10.345,0.923,506.1,34.694,20.431,1.845,283.4,40.2,82.518,16.728
7,1500,0.35,5.4,9,0.290481485,0.7,0.3,11.518,1.033,564,39.545,19.805,1.775,263.1,40.634,78.546,14.766
8,1500,0.35,5.4,9,0.290481485,0.7,0.35,12.633,1.148,612.2,29.872,19.584,0.829,231.5,34.929,72.14,14.144
9,1500,0.35,5.4,9,0.290481485,0.7,0.4,11.899,0.82,648.3,26.68,17.995,1.418,216,23.558,58.287,5.919
0,1500,0.35,5.397,9,0.293754567,0.8,0.01,2.074,0.481,43.1,11.819,39.781,38.684,1328.4,82.94,102.841,55.6
1,1500,0.35,5.397,9,0.293754567,0.8,0.04,5.271,0.76,112.1,16.361,22.788,6.547,1081.6,71.276,127.747,39.027
2,1500,0.35,5.397,9,0.293754567,0.8,0.08,7.572,0.775,188.9,16.712,24.95,5.705,885.4,77.336,91.62,16.542
3,1500,0.35,5.397,9,0.293754567,0.8,0.1,7.874,0.766,232.3,25.468,25.178,4.571,797.1,78.331,88.873,13.682
4,1500,0.35,5.397,9,0.293754567,0.8,0.15,9.55,0.523,306.3,28.914,18.929,3.843,694.5,97.701,92.778,15.863
5,1500,0.35,5.397,9,0.293754567,0.8,0.2,10.369,0.894,385.2,26.045,20.01,2.389,598.1,52.311,86.815,29.788
6,1500,0.35,5.397,9,0.293754567,0.8,0.25,10.968,0.893,433.6,19.861,17.607,0.874,529.4,31.29,76.555,11.042
7,1500,0.35,5.397,9,0.293754567,0.8,0.3,12.178,1.069,495.3,26.65,18.48,0.92,469.7,35.057,69.211,8.213
8,1500,0.35,5.397,9,0.293754567,0.8,0.35,12.484,1.023,542.5,23.972,18.031,2.524,397.8,44.278,66.399,12.033
9,1500,0.35,5.397,9,0.293754567,0.8,0.4,12.951,1.174,586.7,18.396,17.815,1.866,367.3,26.855,61.454,6.234
10,1500,0.35,5.428,9,0.286771845,0.9,0.01,1.915,0.415,27.7,7.616,13.067,10.815,1436.6,30.087,44.452,29.253
11,1500,0.35,5.428,9,0.286771845,0.9,0.04,4.718,0.582,78.5,11.102,11.429,3.242,1329.3,28.569,57.026,18.958
12,1500,0.35,5.428,9,0.286771845,0.9,0.08,7.24,0.769,146.5,20.738,13.408,1.94,1189.9,30.801,56.552,7.621
13,1500,0.35,5.428,9,0.286771845,0.9,0.1,7.309,0.984,191.5,15.788,13.269,2.595,1093,47.055,62.299,15.337
14,1500,0.35,5.428,9,0.286771845,0.9,0.15,8.968,1.092,254.2,18.809,14.35,2.262,991.7,31.003,56.029,5.953
15,1500,0.35,5.428,9,0.286771845,0.9,0.2,10.112,0.926,313.9,24.296,15.329,1.273,881.9,36.14,54.802,3.76
16,1500,0.35,5.428,9,0.286771845,0.9,0.25,10.53,0.624,388.4,24.237,14.853,1.627,761.3,45.55,58.501,13.917
17,1500,0.35,5.428,9,0.286771845,0.9,0.3,11.623,1.02,464.8,19.894,15.57,1.634,636.9,33.542,58.221,12.399
18,1500,0.35,5.428,9,0.286771845,0.9,0.35,11.888,1.139,507.2,23.237,15.526,1.081,594,47.67,53.311,5.582
19,1500,0.35,5.428,9,0.286771845,0.9,0.4,12.851,0.771,571.3,25.291,16.342,1.305,495.7,29.107,59.179,8.268
