,N,newman_p,av_deg,dia,ave_clu,policy_power,threshold,a_t_m,a_t_std,I_P_N_m,I_P_N_std,I_P_T_m,I_P_T_std,S_F_N_m,S_F_N_std,S_F_T_m,S_F_T_std
29,1500.0,0.55,6.237,8.0,0.21478084957070992,0.2,0.4,9.552,0.547,967.1,21.478,15.09,0.58,6.5,2.11,38.095,11.05
30,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.01,1.465,0.384,891.4,26.583,19.734,1.42,14.1,3.673,43.783,3.561
31,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.04,3.825,0.455,874.7,19.89,18.083,1.101,17.4,4.128,44.165,3.376
32,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.08,5.431,0.872,897.9,21.888,17.112,1.405,11.9,3.673,45.88,11.242
33,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.1,5.757,0.789,894.3,18.958,16.83,1.387,13.8,4.956,44.306,7.614
34,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.15,6.571,0.7,898.3,24.075,16.426,1.003,14.3,4.337,39.518,3.962
35,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.2,7.666,0.684,918.1,25.524,16.763,1.167,10.9,5.166,45.848,7.055
36,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.25,8.324,0.866,929.1,24.114,16.215,1.29,13.1,4.23,42.834,6.394
37,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.3,8.813,0.941,920.3,14.974,16.382,1.138,10.1,3.754,42.296,5.857
38,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.35,8.895,0.463,935.1,20.753,15.306,0.982,13.4,3.169,41.735,8.318
39,1500.0,0.55,6.228,7.0,0.21755831448960164,0.3,0.4,9.062,0.801,925.6,15.292,14.816,1.091,13.8,2.786,47.656,11.19
40,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.01,1.673,0.615,812.8,21.461,22.493,1.78,32.5,6.313,54.815,5.8
41,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.04,4.18,0.655,806.2,23.676,21.002,1.665,29.1,6.64,52.115,9.62
42,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.08,5.364,0.947,809.5,23.049,19.657,1.77,31.7,6.739,49.927,7.069
43,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.1,5.711,0.425,822.6,20.757,18.055,0.915,26.1,6.22,49.868,7.577
44,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.15,6.993,0.612,839.3,23.414,18.23,0.998,24.9,7.993,53.088,8.258
45,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.2,7.255,0.733,839.6,22.813,16.987,0.971,25.0,4.96,45.516,5.957
46,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.25,7.783,0.768,860.8,29.825,16.749,1.078,23.2,7.909,46.647,5.43
47,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.3,8.834,0.856,861.0,19.616,16.428,0.992,23.1,5.558,45.469,4.967
48,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.35,8.867,0.783,894.7,17.373,15.465,0.762,22.9,6.549,45.727,6.644
49,1500.0,0.55,6.18,8.0,0.2204828230845575,0.4,0.4,9.364,0.756,881.9,11.819,15.427,1.326,22.7,6.325,44.469,6.757
50,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.01,1.72,0.439,707.0,32.662,28.031,2.61,66.3,16.236,58.616,8.027
51,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.04,4.233,0.607,724.5,27.049,23.432,2.351,59.3,13.528,64.689,7.216
52,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.08,5.999,0.713,742.2,29.38,21.373,1.467,50.2,11.965,59.196,7.04
53,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.1,6.24,0.805,738.3,42.556,20.472,1.785,53.0,10.45,57.517,9.036
54,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.15,6.896,0.613,770.1,36.071,18.941,1.402,51.1,11.92,53.892,7.441
55,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.2,7.376,0.379,793.9,20.959,17.741,0.914,47.7,11.332,48.977,4.772
56,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.25,8.495,0.395,797.1,29.283,17.468,0.984,45.0,9.487,57.629,10.038
57,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.3,8.81,0.692,816.0,28.986,17.077,0.746,44.3,10.238,46.968,4.803
58,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.35,9.25,0.91,829.8,30.896,16.841,1.454,38.5,10.819,54.913,11.339
59,1500.0,0.55,6.148,8.0,0.22069922516887144,0.5,0.4,10.147,0.882,843.6,16.889,17.074,1.108,34.6,4.984,47.916,6.098
60,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.01,2.091,0.478,601.7,25.056,32.057,1.832,123.3,16.722,79.7,10.761
61,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.04,4.202,0.514,613.3,42.219,27.033,1.938,119.2,19.39,71.077,10.359
62,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.08,5.506,0.549,620.1,18.7,23.72,1.462,111.9,17.415,68.108,11.082
63,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.1,6.324,0.685,647.9,35.884,22.396,2.057,106.3,13.799,63.345,8.986
64,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.15,6.865,0.538,668.3,33.532,20.496,1.598,89.2,15.145,62.387,8.025
65,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.2,7.695,0.692,694.9,28.494,19.441,1.16,97.8,17.475,66.238,10.774
66,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.25,8.515,0.748,726.4,31.389,18.58,1.061,88.1,10.242,58.756,9.569
67,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.3,8.579,0.764,753.2,20.321,17.1,1.377,78.8,15.785,57.819,9.29
68,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.35,8.961,0.484,779.6,18.725,16.262,0.806,76.1,9.924,46.807,4.188
69,1500.0,0.55,6.208,8.0,0.21783873231504994,0.6,0.4,9.592,0.673,793.1,22.052,16.396,1.682,69.9,14.411,59.918,12.147
70,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.01,2.086,0.564,398.9,23.956,47.706,5.11,266.5,15.895,99.469,14.235
71,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.04,4.021,0.583,455.5,32.806,33.16,3.437,261.8,25.435,88.184,9.944
72,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.08,5.265,0.572,481.5,48.966,28.377,2.358,240.2,40.514,78.603,11.505
73,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.1,6.394,0.891,504.5,40.036,24.879,2.122,238.0,23.87,84.86,13.821
74,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.15,6.943,0.476,556.1,23.197,22.558,2.596,195.7,22.123,74.159,9.01
75,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.2,7.51,0.6,586.2,35.275,21.266,1.818,192.0,20.794,65.558,5.994
76,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.25,8.016,0.58,651.6,30.529,17.218,1.572,177.0,19.985,63.704,11.137
77,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.3,8.918,0.672,679.5,44.889,17.741,1.549,162.2,37.656,62.704,10.587
78,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.35,9.257,0.786,707.7,29.94,17.159,1.134,133.5,12.192,59.582,11.198
79,1500.0,0.55,6.203,8.0,0.21717860376966497,0.7,0.4,9.64,0.491,745.0,19.016,14.887,1.378,124.1,13.531,57.85,5.399
80,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.01,1.862,0.524,112.2,44.165,83.511,40.091,940.4,164.432,164.224,44.144
81,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.04,4.765,0.965,202.9,34.335,30.988,5.372,743.4,97.821,114.869,16.411
82,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.08,6.175,0.635,279.7,27.528,24.622,3.578,634.1,60.53,97.162,20.437
83,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.1,6.482,0.557,304.4,26.288,21.534,3.246,588.7,61.693,115.738,25.064
84,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.15,7.3,0.595,403.9,38.054,20.586,3.119,490.3,41.596,81.809,15.178
85,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.2,8.191,0.721,468.4,37.323,18.463,2.285,420.7,56.386,77.666,13.159
86,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.25,8.421,0.807,501.9,19.902,16.701,1.53,397.1,29.406,75.972,14.385
87,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.3,9.091,0.349,573.9,23.291,15.866,1.441,315.3,31.884,76.619,22.098
88,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.35,9.581,1.215,626.8,29.819,15.599,1.556,277.0,47.265,62.075,9.408
89,1500.0,0.55,6.144,8.0,0.22134636173995723,0.8,0.4,9.312,0.552,683.5,22.348,14.618,1.293,235.1,20.506,64.578,22.331
90,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.01,1.934,0.461,29.7,9.819,8.815,4.021,1437.6,26.458,34.577,16.127
91,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.04,4.437,0.824,94.5,21.247,12.187,2.274,1272.9,47.524,69.281,23.329
92,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.08,6.034,0.808,173.9,18.069,15.274,2.711,1104.1,58.252,66.369,15.233
93,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.1,6.232,0.747,228.9,15.585,14.675,2.106,1010.1,36.814,76.692,17.5
94,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.15,7.304,0.578,303.9,20.579,13.923,1.533,855.6,55.743,61.061,17.851
95,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.2,8.046,0.905,386.2,33.57,14.752,2.152,728.3,57.727,64.812,16.134
96,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.25,8.921,0.921,444.6,28.292,15.456,1.856,622.2,53.009,58.693,11.576
97,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.3,9.071,0.986,520.4,28.741,13.86,1.493,539.6,36.957,60.217,12.107
98,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.35,9.934,0.998,577.8,21.245,14.325,1.741,457.0,30.525,57.998,6.722
99,1500.0,0.55,6.205,8.0,0.21931104622899128,0.9,0.4,9.916,0.914,632.8,24.895,13.432,1.217,395.0,34.441,52.219,8.781
