,N,newman_p,av_deg,dia,ave_clu,policy_power,threshold,a_t_m,a_t_std,I_P_N_m,I_P_N_std,I_P_T_m,I_P_T_std,S_F_N_m,S_F_N_std,S_F_T_m,S_F_T_std
0,1500,0.4,5.626,9,0.268562351,0,0.01,1.714,0.356,957.6,28.193,17.82,1.085,4.3,1.676,34.975,4.631
1,1500,0.4,5.626,9,0.268562351,0,0.04,4.645,0.608,953.7,22.887,17.379,0.914,4.9,1.375,41.813,7.652
2,1500,0.4,5.626,9,0.268562351,0,0.08,6.465,0.964,954.3,22.037,17.038,0.993,5.5,2.5,39.122,4.683
3,1500,0.4,5.626,9,0.268562351,0,0.1,7.449,0.736,947.8,31.865,17.472,0.93,5,2.28,39.243,6.599
4,1500,0.4,5.626,9,0.268562351,0,0.15,8.41,0.646,954.1,23.497,17.586,0.846,3.5,2.579,37.272,3.905
5,1500,0.4,5.626,9,0.268562351,0,0.2,8.546,0.671,945.6,24.105,16.711,0.717,6.7,2.968,37.4,6.266
6,1500,0.4,5.626,9,0.268562351,0,0.25,10.126,1.405,944.9,30.31,17.857,1.557,5.1,2.071,39.133,6.251
7,1500,0.4,5.626,9,0.268562351,0,0.3,10.411,0.839,948.1,14.604,17.628,1.165,4.2,3.027,37.802,3.48
8,1500,0.4,5.626,9,0.268562351,0,0.35,10.763,0.844,949.5,23.746,17.152,0.996,5.5,2.693,39.025,4.38
9,1500,0.4,5.626,9,0.268562351,0,0.4,11.352,0.848,956.4,14.493,16.947,0.857,5.2,2.482,40.351,9.744
10,1500,0.4,5.632,9,0.265966729,0.1,0.01,1.724,0.443,908.7,28.604,18.738,0.874,9.5,5.104,43.552,4.257
11,1500,0.4,5.632,9,0.265966729,0.1,0.04,4.255,0.514,911.3,22.808,18.261,0.814,9.5,2.655,46.109,8.431
12,1500,0.4,5.632,9,0.265966729,0.1,0.08,6.205,0.408,916.2,20.822,18.057,0.826,6.3,3.378,44.473,9.364
13,1500,0.4,5.632,9,0.265966729,0.1,0.1,6.669,0.85,928.5,26.975,18.081,0.919,7.5,4.006,43.373,2.946
14,1500,0.4,5.632,9,0.265966729,0.1,0.15,7.875,0.793,919.3,19.96,17.616,1.16,8.3,5.405,39.748,7.365
15,1500,0.4,5.632,9,0.265966729,0.1,0.2,8.251,0.574,928.8,27.025,17.034,0.809,8.3,2.685,39.74,4.569
16,1500,0.4,5.632,9,0.265966729,0.1,0.25,9.203,0.618,927.2,18.867,17.286,0.922,7.4,4.005,38.276,4.242
17,1500,0.4,5.632,9,0.265966729,0.1,0.3,10.333,0.887,917.2,19.838,17.607,1.143,6.9,4.085,38.048,3.44
18,1500,0.4,5.632,9,0.265966729,0.1,0.35,10.894,0.858,921.3,29.374,17.265,1.095,5.7,2.052,46.313,10.461
19,1500,0.4,5.632,9,0.265966729,0.1,0.4,10.901,0.654,925.9,14.815,16.937,0.731,6.8,2.522,36.958,4.622
20,1500,0.4,5.572,9,0.274209791,0.2,0.01,1.533,0.355,844.3,33.681,20.162,1.333,18.8,3.28,47.71,5.697
21,1500,0.4,5.572,9,0.274209791,0.2,0.04,4.43,0.645,851.5,24.001,19.643,1.378,14.9,5.186,45.659,6.891
22,1500,0.4,5.572,9,0.274209791,0.2,0.08,6.334,0.862,865.3,31.689,18.999,1.9,17.8,5.828,48.21,9.496
23,1500,0.4,5.572,9,0.274209791,0.2,0.1,6.391,0.717,864.9,29.74,18.625,1.353,19.5,4.965,45.823,5.914
24,1500,0.4,5.572,9,0.274209791,0.2,0.15,7.733,0.912,871.1,27.595,18.667,1.159,13.7,4.428,46.807,7.839
25,1500,0.4,5.572,9,0.274209791,0.2,0.2,8.089,0.768,865,38.466,17.68,1.265,17.5,6.021,51.202,10.54
26,1500,0.4,5.572,9,0.274209791,0.2,0.25,9.666,0.637,877.2,34.954,18.692,0.969,15.4,4.03,47.193,5.424
27,1500,0.4,5.572,9,0.274209791,0.2,0.3,9.679,0.891,873.9,17.98,17.801,1.546,15.6,5.903,43.203,5.171
28,1500,0.4,5.572,9,0.274209791,0.2,0.35,10.691,0.878,890.3,21.128,17.816,1.097,12.7,5.1,42.186,5.033
29,1500,0.4,5.572,9,0.274209791,0.2,0.4,10.979,0.67,882,21.758,17.702,1.022,14.7,4.54,40.358,4.498
30,1500,0.4,5.576,9,0.273323341,0.3,0.01,1.648,0.386,781.4,22.155,25.389,2.325,31.9,6.007,56.608,5.593
31,1500,0.4,5.576,9,0.273323341,0.3,0.04,4.543,0.767,777.1,25.552,21.687,1.772,32.8,8.931,54.249,7.436
32,1500,0.4,5.576,9,0.273323341,0.3,0.08,6.536,0.596,806.7,31.897,20.894,1.23,31.8,7.756,51.837,9.659
33,1500,0.4,5.576,9,0.273323341,0.3,0.1,6.857,0.739,797.7,21.095,20.205,2.005,31.8,9.474,53.365,9.825
34,1500,0.4,5.576,9,0.273323341,0.3,0.15,8.076,0.75,797.1,23.96,20.231,1.175,27.2,9.928,53.431,6.404
35,1500,0.4,5.576,9,0.273323341,0.3,0.2,9.202,0.735,809.1,30.158,20.048,1.122,25.2,5.913,54.171,7.06
36,1500,0.4,5.576,9,0.273323341,0.3,0.25,9.373,0.852,826.5,30.322,18.954,1.677,24,5.459,46.411,5.659
37,1500,0.4,5.576,9,0.273323341,0.3,0.3,10.313,0.902,848,27.648,18.509,0.911,25.4,7.473,49.709,8.351
38,1500,0.4,5.576,9,0.273323341,0.3,0.35,10.963,0.728,837.7,27.684,18.128,1.258,27.5,8.213,50.967,10.129
39,1500,0.4,5.576,9,0.273323341,0.3,0.4,11.862,1.054,840.1,26.7,18.82,1.821,24.6,5.535,46.801,6.836
40,1500,0.4,5.68,9,0.264292982,0.4,0.01,2.03,0.426,732.6,21.214,27.77,2.775,45.8,9.031,65.484,10.324
41,1500,0.4,5.68,9,0.264292982,0.4,0.04,4.554,0.869,739.6,21.186,23.913,3.101,43.1,7.409,60.158,9.876
42,1500,0.4,5.68,9,0.264292982,0.4,0.08,5.967,0.393,740.6,27.904,22.52,1.589,42.6,8.732,55.33,8.348
43,1500,0.4,5.68,9,0.264292982,0.4,0.1,6.863,0.862,771.4,29.313,22.032,1.46,47.3,8.967,55.373,10.891
44,1500,0.4,5.68,9,0.264292982,0.4,0.15,7.86,0.943,771,41.47,20.886,2.168,36.9,10.044,55.066,8.375
45,1500,0.4,5.68,9,0.264292982,0.4,0.2,8.834,1.035,774,28.334,19.986,1.521,41,8.497,55.985,6.868
46,1500,0.4,5.68,9,0.264292982,0.4,0.25,9.824,0.938,800.9,22.002,19.781,0.864,36.5,8.535,53.526,8.734
47,1500,0.4,5.68,9,0.264292982,0.4,0.3,9.909,0.735,800.3,24.224,18.237,1.006,38.1,9.049,50.928,6.572
48,1500,0.4,5.68,9,0.264292982,0.4,0.35,10.823,0.73,815.8,24.449,18.022,1.544,33.7,9.371,59.457,12.762
49,1500,0.4,5.68,9,0.264292982,0.4,0.4,11.616,0.951,830.4,16.53,18.624,1.062,30.7,8.855,54.261,7.374
0,1500,0.4,5.624,9,0.269061914,0.5,0.01,2.036,0.421,621.6,21.49,32.089,2.379,85.3,11.127,76.933,14.636
1,1500,0.4,5.624,9,0.269061914,0.5,0.04,4.637,0.589,648.4,24.047,26.4,2.093,88.1,12.597,67.221,7.258
2,1500,0.4,5.624,9,0.269061914,0.5,0.08,6.543,0.966,638.1,36.607,25.876,1.737,88.7,18.874,64.154,7.273
3,1500,0.4,5.624,9,0.269061914,0.5,0.1,6.867,0.741,654.7,22.095,24.201,1.655,81.3,13.335,64.151,6.635
4,1500,0.4,5.624,9,0.269061914,0.5,0.15,7.949,0.604,659.2,27.69,22.281,1.972,84,12.961,69.811,10.95
5,1500,0.4,5.624,9,0.269061914,0.5,0.2,8.957,0.693,694.7,26.046,21.631,0.973,78,14.262,59.256,8.687
6,1500,0.4,5.624,9,0.269061914,0.5,0.25,9.689,0.675,723.3,31.667,20.679,1.617,61.6,8.558,61.984,9.155
7,1500,0.4,5.624,9,0.269061914,0.5,0.3,9.729,0.984,734.9,30.934,18.668,1.902,70.2,13.029,58.96,7.678
8,1500,0.4,5.624,9,0.269061914,0.5,0.35,10.979,0.702,764.8,27.044,19.168,0.901,50.1,8.08,57.921,14.786
9,1500,0.4,5.624,9,0.269061914,0.5,0.4,11.069,0.941,774.2,39.247,18.204,1.456,54.3,11.323,57.505,8.081
0,1500,0.4,5.572,9,0.272217987,0.6,0.01,1.848,0.218,466,42.877,40.447,2.707,196,12.182,96.711,14.884
1,1500,0.4,5.572,9,0.272217987,0.6,0.04,4.57,0.916,503.2,33.876,31.168,3.169,191.6,48.843,85.749,12.241
2,1500,0.4,5.572,9,0.272217987,0.6,0.08,6.487,0.998,505.5,40.458,28.954,2.709,182,36.061,84.393,7.261
3,1500,0.4,5.572,9,0.272217987,0.6,0.1,7.117,0.613,513.1,26.209,26.524,2.032,189.8,27.755,80.804,18.591
4,1500,0.4,5.572,9,0.272217987,0.6,0.15,8.498,0.649,555.8,32.403,24.764,1.171,179.4,29.306,81.501,13.32
5,1500,0.4,5.572,9,0.272217987,0.6,0.2,9.199,1.06,584.3,21.868,22.151,1.634,158.6,20.583,76.822,11.412
6,1500,0.4,5.572,9,0.272217987,0.6,0.25,10.374,1.14,627,25.683,21.557,2.625,135.8,22.542,67.76,10.649
7,1500,0.4,5.572,9,0.272217987,0.6,0.3,10.178,0.61,656.6,20.2,19.567,2.071,121.2,18.573,68.971,12.737
8,1500,0.4,5.572,9,0.272217987,0.6,0.35,11.225,1.076,684.1,22.585,19.399,0.874,127.1,23.59,62.337,10.983
9,1500,0.4,5.572,9,0.272217987,0.6,0.4,11.73,0.867,716.4,29.766,18.611,1.701,102.9,13.758,62.252,8.528
0,1500,0.4,5.652,9,0.265208552,0.7,0.01,1.82,0.532,286.8,34.536,49.155,6.599,483.5,23.851,126.19,18.614
1,1500,0.4,5.652,9,0.265208552,0.7,0.04,4.754,0.476,336.9,51.241,37.138,6.214,407,54.772,107.67,13.517
2,1500,0.4,5.652,9,0.265208552,0.7,0.08,6.268,0.699,377.3,39.815,26.034,2.659,409.5,36.957,91.835,13.66
3,1500,0.4,5.652,9,0.265208552,0.7,0.1,7.308,0.834,394.7,56.821,26.698,3.591,370.1,47.152,91.82,19.434
4,1500,0.4,5.652,9,0.265208552,0.7,0.15,8.279,0.804,467.1,26.17,24.348,3.063,306,25.503,84.276,10.645
5,1500,0.4,5.652,9,0.265208552,0.7,0.2,9.177,0.95,530.5,32.702,21.361,2.651,282.2,29.195,80.128,17.469
6,1500,0.4,5.652,9,0.265208552,0.7,0.25,9.505,1.036,555.4,31.831,19.27,1.754,258.7,40.033,73.162,8.252
7,1500,0.4,5.652,9,0.265208552,0.7,0.3,10.213,0.69,588,33.85,18.25,1.027,241.4,34.285,74.14,6.979
8,1500,0.4,5.652,9,0.265208552,0.7,0.35,10.71,1.077,660.9,27.686,17.949,1.632,199.4,25.955,60.019,7.615
9,1500,0.4,5.652,9,0.265208552,0.7,0.4,10.646,0.573,667.8,28.753,16.969,1.184,181.8,24.831,64.094,12.409
10,1500,0.4,5.634,9,0.266500803,0.8,0.01,1.901,0.3,62.6,31.947,43.448,37.111,1207.1,193.17,114.336,54.059
11,1500,0.4,5.634,9,0.266500803,0.8,0.04,4.52,0.635,152.2,27.903,28.957,10.818,938.8,106.288,115.327,27.562
12,1500,0.4,5.634,9,0.266500803,0.8,0.08,6.827,0.721,222.8,30.013,21.259,4.472,810.4,70.852,104.481,32.788
13,1500,0.4,5.634,9,0.266500803,0.8,0.1,7.233,0.605,268.7,37.105,21.377,3.082,735.8,59.373,89.613,18.81
14,1500,0.4,5.634,9,0.266500803,0.8,0.15,8.179,0.699,350.1,22.129,19.905,3.227,626.2,59.948,76.256,6.443
15,1500,0.4,5.634,9,0.266500803,0.8,0.2,8.988,0.905,419.4,25.839,18.361,1.404,550.6,34.062,77.461,14.131
16,1500,0.4,5.634,9,0.266500803,0.8,0.25,9.62,0.814,462.2,19.636,18.552,2.372,464.2,45.875,81.398,20.526
17,1500,0.4,5.634,9,0.266500803,0.8,0.3,10.166,0.896,534.7,23.554,16.862,1.213,392.5,25.75,64.745,5.174
18,1500,0.4,5.634,9,0.266500803,0.8,0.35,10.99,1.268,582.1,23.872,17.011,0.876,355.8,29.999,62.701,10.097
19,1500,0.4,5.634,9,0.266500803,0.8,0.4,11.311,0.698,611.4,17.391,16.561,1.134,311.2,26.992,70.78,16.293
20,1500,0.4,5.629,9,0.268213585,0.9,0.01,2.168,0.536,28.6,6.756,11.742,7.903,1442.7,16.523,35.876,13.069
21,1500,0.4,5.629,9,0.268213585,0.9,0.04,6.062,1.124,84.5,9.625,16.496,4.323,1314,25.004,54.364,8.893
22,1500,0.4,5.629,9,0.268213585,0.9,0.08,6.503,0.564,156.1,16.471,15.035,4.099,1162.1,24.7,58.105,9.464
23,1500,0.4,5.629,9,0.268213585,0.9,0.1,7.53,0.688,186,19.406,14.51,2.431,1104.6,34.503,64.759,16.24
24,1500,0.4,5.629,9,0.268213585,0.9,0.15,8.223,0.848,270.8,24.963,14.1,2.874,936.2,38.999,63.57,12.125
25,1500,0.4,5.629,9,0.268213585,0.9,0.2,9.177,0.48,341.5,16.848,14.707,1.68,836.1,29.643,66.408,10.596
26,1500,0.4,5.629,9,0.268213585,0.9,0.25,10.187,1.115,412.9,23.67,14.904,1.214,723.8,38.693,60.912,13.26
27,1500,0.4,5.629,9,0.268213585,0.9,0.3,10.399,1.196,493.3,33.791,15.023,1.062,606.5,43.274,61.223,10.607
28,1500,0.4,5.629,9,0.268213585,0.9,0.35,11.195,1.032,535,17.675,14.819,1.451,551.5,27.167,58.52,6.69
29,1500,0.4,5.629,9,0.268213585,0.9,0.4,11.771,0.717,583.8,19.39,15.109,1.517,465.4,15.015,63.049,7.744
